entry,名称,分组,定位,class,subclass,InventoryType,槽位,装等,白字属性,绿字归一值,绿字最终值,绿字最终随机系数,属性条数,模板原始属性总和,240归一属性总和,随机前后总属性比,插槽数量,插槽1颜色,插槽2颜色,插槽Bonus,伤害,攻速毫秒,DPS,野性攻击强度,护甲,格挡值,基准entry,基准名称,基准装等,基准class,基准subclass,基准InventoryType,预算回退方式,等价词条映射,外观entry,外观名称,displayid,外观品质,外观物品装等,外观需求等级,插槽3颜色
100316,燃烬者降世手套,护甲,敏捷输出,4,3,10,手部,240,敏捷+87；耐力+76；智力+50,攻击强度+131；暴击等级+56；急速等级+51,攻击强度+134；暴击等级+58；急速等级+51,攻击强度×1.0229；暴击等级×1.0357；急速等级×1.0000,6,473,451,1.0111,0,,,0,,,,,853,,48273,风行者的凯旋手甲,245,4,3,10,无,,31007,破天手套,45670,4,146,70,
100317,护手·天轨,护甲,敏捷输出,4,3,10,手部,240,敏捷+105；耐力+56；智力+46,暴击等级+48；攻击强度+130；护甲穿透等级+55,暴击等级+45；攻击强度+139；护甲穿透等级+55,暴击等级×0.9375；攻击强度×1.0692；护甲穿透等级×1.0000,6,360,440,1.0136,1,黄色,,0,,,,,863,,47561,黑暗流亡手套,219,4,3,10,无,,33665,复仇角斗士的链甲护手,46883,4,146,70,
100318,银色北伐军之手套,护甲,敏捷输出,4,3,10,手部,240,敏捷+80；耐力+76；智力+49,攻击强度+107；暴击等级+56；命中等级+51,攻击强度+107；暴击等级+60；命中等级+52,攻击强度×1.0000；暴击等级×1.0714；命中等级×1.0196,6,414,419,1.0119,1,蓝色,,0,,,,,848,,45444,稳固手套,239,4,3,10,无,,33707,复仇角斗士的鳞甲护手,46892,4,146,70,
100319,生长拳甲,护甲,敏捷输出,4,3,10,手部,240,敏捷+99；耐力+77；智力+51,攻击强度+128；护甲穿透等级+51；急速等级+63,攻击强度+133；护甲穿透等级+48；急速等级+65,攻击强度×1.0391；护甲穿透等级×0.9412；急速等级×1.0317,6,435,469,1.0085,0,,,0,,,,,862,,45109,烈焰巨兽手套,232,4,3,10,无,,42665,复仇斗士环甲护手,41145,4,146,70,
100320,天轨之头冠,护甲,力量输出,4,4,1,头部,240,力量+123；耐力+146,暴击等级+87；命中等级+62,暴击等级+85；命中等级+68,暴击等级×0.9770；命中等级×1.0968,4,414,418,1.0096,2,混沌,蓝色,0,,,,,1972,,45472,勇士的战盔,239,4,4,1,无,,35185,审判者护目镜3000型,43889,4,159,70,
100321,红龙之面甲,护甲,力量输出,4,4,1,头部,240,力量+126；耐力+125,暴击等级+85；急速等级+73,暴击等级+93；急速等级+67,暴击等级×1.0941；急速等级×0.9178,4,429,409,1.0049,3,混沌,黄色,0,,,,,1980,,49474,审判兜帽,245,4,4,1,无,,32521,铁壁面甲,46205,4,151,70,蓝色
100322,战神面罩,护甲,力量输出,4,4,1,头部,240,耐力+134；力量+134,暴击等级+74；护甲穿透等级+67,暴击等级+78；护甲穿透等级+71,暴击等级×1.0541；护甲穿透等级×1.0597,4,429,409,1.0196,3,混沌,蓝色,0,,,,,1980,,49478,愤怒战盔,245,4,4,1,无,,30972,冲锋战盔,49684,4,146,70,黄色
100323,达拉然生长面罩,护甲,力量输出,4,4,1,头部,240,力量+124；耐力+148,暴击等级+78；精准等级+71,暴击等级+81；精准等级+72,暴击等级×1.0385；精准等级×1.0141,4,442,421,1.0095,3,混沌,蓝色,0,,,,,1980,,48498,库尔迪拉的凯旋头盔,245,4,4,1,无,,30987,光明使者面甲,45684,4,146,70,黄色
100324,龙骨荒野恒金肩铠,护甲,力量输出,4,4,3,肩部,240,力量+102；耐力+110,暴击等级+64；命中等级+56,暴击等级+59；命中等级+59,暴击等级×0.9219；命中等级×1.0536,4,348,332,0.9940,2,红色,黄色,0,,,,,1827,,48622,莉亚德琳的凯旋肩铠,245,4,4,3,无,,33732,复仇角斗士的板甲护肩,46865,4,146,70,
100325,寒冰皇冠精金肩甲,护甲,力量输出,4,4,3,肩部,240,力量+111；耐力+110,暴击等级+58；急速等级+67,暴击等级+60；急速等级+64,暴击等级×1.0345；急速等级×0.9552,4,321,346,0.9971,1,黄色,,0,,,,,1819,,50208,吞噬者护肩,232,4,4,3,无,,30866,染血肩铠,45759,4,141,70,
100326,恒金肩卫,护甲,力量输出,4,4,3,肩部,240,力量+102；耐力+110,暴击等级+64；护甲穿透等级+57,暴击等级+68；护甲穿透等级+60,暴击等级×1.0625；护甲穿透等级×1.0526,4,348,333,1.0210,2,蓝色,红色,0,,,,,1827,,48395,地狱咆哮的凯旋肩甲,245,4,4,3,无,,30878,闪光的钢铁护肩,45212,4,141,70,
100327,风暴峭壁肩胄,护甲,力量输出,4,4,3,肩部,240,力量+102；耐力+110,暴击等级+64；命中等级+56,暴击等级+58；命中等级+59,暴击等级×0.9062；命中等级×1.0536,4,348,332,0.9910,2,红色,黄色,0,,,,,1827,,48611,图拉扬的凯旋肩铠,245,4,4,3,无,,32250,深渊愤怒肩铠,45760,4,141,70,
100328,安其拉之胸铠,护甲,力量输出,4,4,5,胸部,240,力量+130；耐力+147,命中等级+91；暴击等级+56,命中等级+95；暴击等级+51,命中等级×1.0440；暴击等级×0.9107,4,370,424,0.9976,1,红色,,0,,,,,2445,,46228,征服者神御战甲,226,4,4,5,无,,28485,列王壁垒,39659,4,146,70,
100329,哀嚎洞穴之战衣,护甲,力量输出,4,4,5,胸部,240,力量+132；耐力+148,暴击等级+78；急速等级+79,暴击等级+80；急速等级+73,暴击等级×1.0256；急速等级×0.9241,4,458,437,0.9908,1,黄色,,0,,,,,2437,,48500,库尔迪拉的凯旋胸铠,245,4,4,5,无,,30975,冲锋胸甲,45658,4,146,70,
100330,屠龙者胸甲,护甲,力量输出,4,4,5,胸部,240,力量+132；耐力+148,暴击等级+78；护甲穿透等级+79,暴击等级+74；护甲穿透等级+86,暴击等级×0.9487；护甲穿透等级×1.0886,4,458,437,1.0069,1,蓝色,,0,,,,,2437,,48626,莉亚德琳的凯旋战甲,245,4,4,5,无,,30990,光明使者胸铠,46350,4,146,70,
100331,残月之胸铠,护甲,力量输出,4,4,5,胸部,240,力量+139；耐力+148,暴击等级+94；精准等级+66,暴击等级+86；精准等级+63,暴击等级×0.9149；精准等级×0.9545,4,413,447,0.9754,1,红色,,0,,,,,2466,,45225,断钢者的拥抱,232,4,4,5,无,,30991,光明使者护胸,45683,4,146,70,
100332,天穹之腰甲,护甲,力量输出,4,4,6,腰部,240,力量+94；耐力+109,暴击等级+65；命中等级+47,暴击等级+71；命中等级+46,暴击等级×1.0923；命中等级×0.9787,4,312,315,1.0159,1,红色,,0,,,,,1365,,45241,巨像怒火腰带,239,4,4,6,无,,30915,沸腾怒火腰带,45243,4,141,70,
100333,永夜·扣带,护甲,力量输出,4,4,6,腰部,240,力量+112；耐力+110,暴击等级+58；急速等级+67,暴击等级+63；急速等级+65,暴击等级×1.0862；急速等级×0.9701,4,283,347,1.0086,2,黄色,蓝色,0,,,,,1388,,49808,曲金腰带,219,4,4,6,无,,32333,稳固腰带,45299,4,141,70,
100334,玄冰断岳扣带,护甲,力量输出,4,4,6,腰部,240,力量+113；耐力+110,暴击等级+68；护甲穿透等级+56,暴击等级+71；护甲穿透等级+52,暴击等级×1.0441；护甲穿透等级×0.9286,4,321,347,0.9971,1,蓝色,,0,,,,,1387,,45161,余烬束带,232,4,4,6,无,,32342,坚定意志束带,45298,4,141,70,
100335,斯坦索姆霜痕腰甲,护甲,力量输出,4,4,6,腰部,240,力量+102；耐力+110,暴击等级+56；精准等级+64,暴击等级+59；精准等级+60,暴击等级×1.0536；精准等级×0.9375,4,348,332,0.9970,1,红色,,0,,,,,1371,,47268,血洗束带,245,4,4,6,无,,32512,洛丹伦亡者腰带,44866,4,141,70,
100336,霸主护腿,护甲,力量输出,4,4,7,腿部,240,力量+130；耐力+147,命中等级+67；暴击等级+85,命中等级+63；暴击等级+88,命中等级×0.9403；暴击等级×1.0353,4,374,429,0.9977,0,,,0,,,,,2139,,46222,征服者神御腿铠,226,4,4,7,无,,30993,光明使者腿铠,45686,4,146,70,
100337,卡拉赞梦境护腿,护甲,力量输出,4,4,7,腿部,240,力量+123；耐力+146,暴击等级+86；急速等级+63,暴击等级+88；急速等级+57,暴击等级×1.0233；急速等级×0.9048,4,414,418,0.9904,1,黄色,,0,,,,,2123,,45134,毁灭之板甲护腿,239,4,4,7,无,,33698,复仇角斗士的板层甲护腿,46951,4,146,70,
100338,地狱火半岛腿甲,护甲,力量输出,4,4,7,腿部,240,力量+132；耐力+148,暴击等级+78；护甲穿透等级+79,暴击等级+81；护甲穿透等级+85,暴击等级×1.0385；护甲穿透等级×1.0759,4,458,437,1.0206,1,蓝色,,0,,,,,2133,,48497,库尔迪拉的凯旋腿铠,245,4,4,7,无,,33731,复仇角斗士的板甲护腿,46866,4,146,70,
100339,星海·腿铠,护甲,力量输出,4,4,7,腿部,240,力量+132；耐力+148,暴击等级+78；精准等级+78,暴击等级+81；精准等级+71,暴击等级×1.0385；精准等级×0.9103,4,458,436,0.9908,1,红色,,0,,,,,2133,,48623,莉亚德琳的凯旋腿铠,245,4,4,7,无,,32419,Tom's Legs 3,40487,4,145,70,
100340,虚空轰雷护足,护甲,力量输出,4,4,8,脚部,240,力量+113；耐力+110,暴击等级+68；命中等级+56,暴击等级+68；命中等级+61,暴击等级×1.0000；命中等级×1.0893,4,321,347,1.0144,2,红色,黄色,0,,,,,1695,,45501,地底族群之靴,232,4,4,8,无,,32245,踏潮者胫甲,45349,4,141,70,
100341,战靴·奥术,护甲,力量输出,4,4,8,脚部,240,力量+94；耐力+109,暴击等级+65；急速等级+47,暴击等级+69；急速等级+51,暴击等级×1.0615；急速等级×1.0851,4,312,315,1.0254,0,,,0,,,,,1668,,45599,寂夜战靴,239,4,4,8,无,,32268,侍从战靴,45324,4,141,70,
100342,太阳之井之足铠,护甲,力量输出,4,4,8,脚部,240,力量+111；耐力+110,暴击等级+69；护甲穿透等级+56,暴击等级+74；护甲穿透等级+53,暴击等级×1.0725；护甲穿透等级×0.9464,4,320,346,1.0058,1,蓝色,,0,,,,,1667,,50305,狞笑之颅长靴,232,4,4,8,无,,32345,军团恐怖战靴,45287,4,141,70,
100343,灰熊丘陵之踏靴,护甲,力量输出,4,4,8,脚部,240,力量+102；耐力+110,暴击等级+64；精准等级+56,暴击等级+66；精准等级+55,暴击等级×1.0312；精准等级×0.9821,4,348,332,1.0030,1,红色,,0,,,,,1676,,47312,邪铁堡垒胫甲,245,4,4,8,无,,34947,正义卫士胫甲,48472,4,141,70,
100344,腕甲·圣光,护甲,力量输出,4,4,9,腕部,240,力量+82；耐力+82,暴击等级+49；命中等级+49,暴击等级+53；命中等级+45,暴击等级×1.0816；命中等级×0.9184,4,242,262,1.0000,2,红色,黄色,0,,,,,1060,,50230,轻盈追踪臂铠,232,4,4,9,无,,30861,狂暴镣铐,45748,4,141,70,
100345,奥妮克希亚之腕甲,护甲,力量输出,4,4,9,腕部,240,力量+75；耐力+82,暴击等级+48；急速等级+40,暴击等级+44；急速等级+39,暴击等级×0.9167；急速等级×0.9750,4,243,245,0.9796,1,黄色,,0,,,,,1062,,45663,疯乱臂甲,239,4,4,9,无,,30862,神圣精金护腕,45741,4,141,70,
100346,索拉查腕甲,护甲,力量输出,4,4,9,腕部,240,力量+74；耐力+82,暴击等级+34；护甲穿透等级+52,暴击等级+31；护甲穿透等级+53,暴击等级×0.9118；护甲穿透等级×1.0192,4,254,242,0.9917,1,蓝色,,0,,,,,1066,,48008,虚空领主腕甲,245,4,4,9,无,,32232,恒金外壳护腕,45289,4,141,70,
100347,影月谷梦境腕铠,护甲,力量输出,4,4,9,腕部,240,力量+82；耐力+82,暴击等级+48；精准等级+48,暴击等级+50；精准等级+46,暴击等级×1.0417；精准等级×0.9583,4,272,260,1.0000,2,红色,黄色,0,,,,,1066,,47253,碎骨臂铠冑,245,4,4,9,无,,32279,搜寻者的腕甲,45347,4,141,70,
100348,熔火之心之臂铠,护甲,力量输出,4,4,10,手部,240,力量+102；耐力+110,暴击等级+64；命中等级+56,暴击等级+70；命中等级+54,暴击等级×1.0938；命中等级×0.9643,4,348,332,1.0120,0,,,0,,,,,1523,,48625,莉亚德琳的凯旋护手,245,4,4,10,无,,30983,光明使者手套,46357,4,146,70,
100349,红龙军团之臂铠,护甲,力量输出,4,4,10,手部,240,力量+111；耐力+110,急速等级+71；暴击等级+53,急速等级+76；暴击等级+56,急速等级×1.0704；暴击等级×1.0566,4,319,345,1.0232,1,黄色,,0,,,,,1515,,50194,低泣护手,232,4,4,10,无,,33696,复仇角斗士的板层甲护手,46949,4,146,70,
100350,生长破天护手,护甲,力量输出,4,4,10,手部,240,力量+102；耐力+110,暴击等级+64；护甲穿透等级+57,暴击等级+64；护甲穿透等级+56,暴击等级×1.0000；护甲穿透等级×0.9825,4,348,333,0.9970,1,蓝色,,0,,,,,1523,,47330,雪恨手甲,245,4,4,10,无,,33729,复仇角斗士的板甲护手,46868,4,146,70,
100351,幽暗城星芒手甲,护甲,力量输出,4,4,10,手部,240,力量+104；耐力+116,暴击等级+69；精准等级+43,暴击等级+65；精准等级+45,暴击等级×0.9420；精准等级×1.0465,4,290,332,0.9940,1,红色,,0,,,,,1528,,46219,征服者神御护手,226,4,4,10,无,,32278,沉默的公正,46487,4,141,70,
100352,太古之战盔,护甲,坦克,4,4,1,头部,240,耐力+174；力量+119,防御等级+57；躲闪等级+41；招架等级+73,防御等级+54；躲闪等级+45；招架等级+70,防御等级×0.9474；躲闪等级×1.0976；招架等级×0.9589,5,487,464,0.9957,3,混沌,蓝色,0,,,,,1980,,49479,愤怒护盔,245,4,4,1,无,,30988,光明使者巨盔,46358,4,146,70,红色
100353,巨魔祭司轰雷面甲,护甲,坦克,4,4,1,头部,240,力量+73；耐力+190,防御等级+86；躲闪等级+60；命中等级+71,防御等级+80；躲闪等级+65；命中等级+65,防御等级×0.9302；躲闪等级×1.0833；命中等级×0.9155,5,503,480,0.9854,2,混沌,红色,0,,,,,1980,,49475,审判重盔,245,4,4,1,无,,33697,复仇角斗士的板层甲头盔,47759,4,146,70,
100354,青霜面甲,护甲,坦克,4,4,1,头部,240,力量+98；耐力+160,防御等级+78；精准等级+66；躲闪等级+71,防御等级+73；精准等级+70；躲闪等级+75,防御等级×0.9359；精准等级×1.0606；躲闪等级×1.0563,5,496,473,1.0063,2,混沌,黄色,0,,,,,1980,,47678,荣光头盔,245,4,4,1,无,,33730,复仇角斗士的板甲头盔,49686,4,146,70,
100355,回响战盔,护甲,坦克,4,4,1,头部,240,力量+105；耐力+164,防御等级+75；精准等级+45；招架等级+65,防御等级+76；精准等级+48；招架等级+67,防御等级×1.0133；精准等级×1.0667；招架等级×1.0308,5,351,454,1.0132,3,混沌,红色,0,,,,,2019,,40565,勇猛的天谴苦痛面甲,213,4,4,1,无,,32354,命运皇冠,45843,4,141,70,红色
100356,肩胄·腐化,护甲,坦克,4,4,3,肩部,240,力量+96；耐力+133,防御等级+51；躲闪等级+43；招架等级+51,防御等级+47；躲闪等级+44；招架等级+48,防御等级×0.9216；躲闪等级×1.0233；招架等级×0.9412,5,391,374,0.9840,1,蓝色,,0,,,,,1827,,47699,秩序刚魂肩甲,245,4,4,3,无,,32570,迅钢护肩,45413,4,141,70,
100357,永夜之肩胄,护甲,坦克,4,4,3,肩部,240,力量+97；耐力+144,防御等级+54；躲闪等级+50；命中等级+49,防御等级+50；躲闪等级+49；命中等级+50,防御等级×0.9259；躲闪等级×0.9800；命中等级×1.0204,5,365,394,0.9898,0,,,0,,,,,1849,,45251,拆解者肩铠,232,4,4,3,无,,32573,晨钢护肩,45407,4,141,70,
100358,紫电破界肩胄,护甲,坦克,4,4,3,肩部,240,力量+73；耐力+133,防御等级+64；躲闪等级+65；精准等级+41,防御等级+67；躲闪等级+67；精准等级+43,防御等级×1.0469；躲闪等级×1.0308；精准等级×1.0488,5,393,376,1.0186,1,黄色,,0,,,,,1827,,48661,莉亚德琳的凯旋肩甲,245,4,4,3,无,,30490,残酷角斗士的板甲护肩,45970,4,136,70,
100359,红龙军团之肩胄,护甲,坦克,4,4,3,肩部,240,力量+75；耐力+129,防御等级+55；招架等级+68；精准等级+38,防御等级+54；招架等级+62；精准等级+36,防御等级×0.9818；招架等级×0.9118；精准等级×0.9474,5,283,365,0.9753,0,,,0,,,,,1863,,39704,暴毙肩铠,213,4,4,3,无,,31996,残酷角斗士的板层甲护肩,46012,4,136,70,
100360,余烬·胸铠,护甲,坦克,4,4,5,胸部,240,力量+129；耐力+172,防御等级+68；招架等级+60；躲闪等级+61,防御等级+69；招架等级+57；躲闪等级+63,防御等级×1.0147；招架等级×0.9500；躲闪等级×1.0328,5,513,490,1.0000,1,蓝色,,0,,,,,2437,,48657,莉亚德琳的凯旋胸甲,245,4,4,5,无,,33695,复仇角斗士的板层甲护胸,47949,4,146,70,
100361,黎明之战衣,护甲,坦克,4,4,5,胸部,240,力量+96；耐力+195,命中等级+73；防御等级+75；躲闪等级+91,命中等级+71；防御等级+78；躲闪等级+90,命中等级×0.9726；防御等级×1.0400；躲闪等级×0.9890,5,492,530,1.0000,1,红色,,0,,,,,2425,,50285,冰缚铜甲,232,4,4,5,无,,33728,复仇角斗士的板甲护胸,46867,4,146,70,
100362,燃烬者之战衣,护甲,坦克,4,4,5,胸部,240,力量+98；耐力+172,防御等级+86；精准等级+66；躲闪等级+71,防御等级+86；精准等级+68；躲闪等级+75,防御等级×1.0000；精准等级×1.0303；躲闪等级×1.0563,5,516,493,1.0122,1,黄色,,0,,,,,2437,,47254,巨兽胸铠,245,4,4,5,无,,30896,防御者的荣耀,45222,4,141,70,
100363,胸铠·符文,护甲,坦克,4,4,5,胸部,240,力量+93；耐力+168,防御等级+92；招架等级+57；精准等级+75,防御等级+87；招架等级+62；精准等级+71,防御等级×0.9457；招架等级×1.0877；精准等级×0.9467,5,425,485,0.9918,0,,,0,,,,,2445,,46039,永恒胸铠,226,4,4,5,无,,32365,裂心胸铠,45311,4,141,70,
100364,破夜扣带,护甲,坦克,4,4,6,腰部,240,力量+92；耐力+133,防御等级+47；躲闪等级+62；招架等级+32,防御等级+43；躲闪等级+56；招架等级+30,防御等级×0.9149；躲闪等级×0.9032；招架等级×0.9375,5,383,366,0.9672,1,蓝色,,0,,,,,1371,,48009,虚空勇士腰带,245,4,4,6,无,,34941,无畏者腰带,42651,4,141,70,
100365,祖达克之腰铠,护甲,坦克,4,4,6,腰部,240,力量+66；耐力+145,防御等级+55；躲闪等级+67；命中等级+64,防御等级+55；躲闪等级+61；命中等级+66,防御等级×1.0000；躲闪等级×0.9104；命中等级×1.0312,5,349,397,0.9899,0,,,0,,,,,1376,,45825,持盾护卫束带,226,4,4,6,无,,34944,沸腾怒气护腰,48477,4,141,70,
100366,腰甲·蓝龙,护甲,坦克,4,4,6,腰部,240,力量+92；耐力+133,防御等级+47；躲闪等级+62；招架等级+32,防御等级+51；躲闪等级+61；招架等级+30,防御等级×1.0851；躲闪等级×0.9839；招架等级×0.9375,5,383,366,1.0027,1,黄色,,0,,,,,1371,,47937,虚空勇士束带,245,4,4,6,无,,32801,老兵的板层甲腰带,46042,4,136,70,
100367,蓝龙军团腰铠,护甲,坦克,4,4,6,腰部,240,力量+96；耐力+133,防御等级+51；躲闪等级+43；招架等级+51,防御等级+47；躲闪等级+41；招架等级+51,防御等级×0.9216；躲闪等级×0.9535；招架等级×1.0000,5,391,374,0.9840,1,蓝色,,0,,,,,1371,,47283,血痕腰带,245,4,4,6,无,,32805,老兵的板甲腰带,46039,4,136,70,
100368,星轨碎星护腿,护甲,坦克,4,4,7,腿部,240,力量+129；耐力+157,防御等级+60；躲闪等级+51；招架等级+68,防御等级+63；躲闪等级+55；招架等级+62,防御等级×1.0500；躲闪等级×1.0784；招架等级×0.9118,5,461,465,1.0022,2,蓝色,红色,0,,,,,2123,,45594,无尽虚空腿铠,239,4,4,7,无,,32263,执政官护腿,45334,4,141,70,
100369,卡拉赞命轮护腿,护甲,坦克,4,4,7,腿部,240,力量+96；耐力+165,防御等级+74；躲闪等级+90；命中等级+58,防御等级+73；躲闪等级+92；命中等级+58,防御等级×0.9865；躲闪等级×1.0222；命中等级×1.0000,5,604,483,1.0021,2,红色,黄色,0,,,,,2155,,49964,失落希望腿甲,264,4,4,7,无,,32341,神圣惩戒护腿,46488,4,141,70,
100370,符文镇海腿胄,护甲,坦克,4,4,7,腿部,240,力量+97；耐力+172,防御等级+87；躲闪等级+74；精准等级+66,防御等级+93；躲闪等级+69；精准等级+61,防御等级×1.0690；躲闪等级×0.9324；精准等级×0.9242,5,549,496,0.9919,2,黄色,蓝色,0,,,,,2141,,50861,光誓腿甲,251,4,4,7,无,,34922,镇静腿甲,48470,4,141,70,
100371,缚霜者缚龙腿胄,护甲,坦克,4,4,7,腿部,240,力量+93；耐力+182,防御等级+81；招架等级+78；精准等级+76,防御等级+86；招架等级+76；精准等级+71,防御等级×1.0617；招架等级×0.9744；精准等级×0.9342,5,504,510,0.9961,2,蓝色,红色,0,,,,,2176,,45295,镀金精钢腿铠,239,4,4,7,无,,34940,太阳卫士腿铠,45220,4,141,70,
100372,破军者护足,护甲,坦克,4,4,8,脚部,240,力量+96；耐力+133,防御等级+51；招架等级+51；躲闪等级+43,防御等级+51；招架等级+46；躲闪等级+44,防御等级×1.0000；招架等级×0.9020；躲闪等级×1.0233,5,391,374,0.9893,1,蓝色,,0,,,,,1676,,47269,破晓者战靴,245,4,4,8,无,,32789,老兵的板层甲护胫,46044,4,136,70,
100373,净世战靴,护甲,坦克,4,4,8,脚部,240,力量+61；耐力+144,防御等级+37；躲闪等级+74；命中等级+45,防御等级+38；躲闪等级+67；命中等级+47,防御等级×1.0270；躲闪等级×0.9054；命中等级×1.0444,5,378,361,0.9889,1,红色,,0,,,,,1676,,48024,徊流胫甲,245,4,4,8,无,,32793,老兵的板甲护胫,46041,4,136,70,
100374,精金守护足铠,护甲,坦克,4,4,8,脚部,240,力量+72；耐力+125,防御等级+65；躲闪等级+60；精准等级+43,防御等级+67；躲闪等级+59；精准等级+47,防御等级×1.0308；躲闪等级×0.9833；精准等级×1.0930,5,454,365,1.0137,1,黄色,,0,,,,,1693,,50190,狞笑之颅重靴,264,4,4,8,无,,32402,影钢战靴,45785,4,130,70,
100375,纳克萨玛斯之战靴,护甲,坦克,4,4,8,脚部,240,力量+63；耐力+116,防御等级+57；招架等级+65；精准等级+49,防御等级+61；招架等级+61；精准等级+45,防御等级×1.0702；招架等级×0.9385；精准等级×0.9184,5,307,350,0.9886,2,蓝色,红色,0,,,,,1681,,45988,钢铁军队胫甲,226,4,4,8,无,,30027,无尽勇气之靴,44966,4,128,70,
100376,暮光护臂,护甲,坦克,4,4,9,腕部,240,力量+70；耐力+99,防御等级+39；招架等级+32；躲闪等级+40,防御等级+40；招架等级+31；躲闪等级+40,防御等级×1.0256；招架等级×0.9688；躲闪等级×1.0000,5,350,280,1.0000,1,蓝色,,0,,,,,1077,,49960,黑暗清算护腕,264,4,4,9,无,,32568,迅钢护腕,45404,4,141,70,
100377,坚壁护臂,护甲,坦克,4,4,9,腕部,240,力量+55；耐力+97,防御等级+48；命中等级+36；躲闪等级+40,防御等级+50；命中等级+33；躲闪等级+42,防御等级×1.0417；命中等级×0.9167；躲闪等级×1.0500,5,290,276,1.0036,1,红色,,0,,,,,1066,,47571,萨隆邪铁断剑护腕,245,4,4,9,无,,32571,晨钢护腕,45402,4,141,70,
100378,坚壁臂甲,护甲,坦克,4,4,9,腕部,240,力量+55；耐力+97,防御等级+48；命中等级+36；躲闪等级+40,防御等级+49；命中等级+34；躲闪等级+37,防御等级×1.0208；命中等级×0.9444；躲闪等级×0.9250,5,290,276,0.9855,0,,,0,,,,,1066,,47570,萨隆邪铁断剑护腕,245,4,4,9,无,,33813,守备官的板甲护腕,47092,4,141,70,
100379,银辉断空臂甲,护甲,坦克,4,4,9,腕部,240,力量+55；耐力+109,防御等级+48；精准等级+36；招架等级+48,防御等级+49；精准等级+33；招架等级+52,防御等级×1.0208；精准等级×0.9167；招架等级×1.0833,5,310,296,1.0068,0,,,0,,,,,1066,,47298,盾卫臂甲,245,4,4,9,无,,33889,守备官的板层甲护腕,47416,4,141,70,
100380,征途之护手,护甲,坦克,4,4,10,手部,240,力量+85；耐力+128,防御等级+44；躲闪等级+44；招架等级+46,防御等级+40；躲闪等级+47；招架等级+42,防御等级×0.9091；躲闪等级×1.0682；招架等级×0.9130,5,345,347,0.9856,1,蓝色,,0,,,,,1516,,45487,新兴护手,239,4,4,10,无,,32280,强制护手,45715,4,141,70,
100381,符文大师护手,护甲,坦克,4,4,10,手部,240,力量+69；耐力+131,防御等级+54；躲闪等级+63；命中等级+56,防御等级+54；躲闪等级+64；命中等级+51,防御等级×1.0000；躲闪等级×1.0159；命中等级×0.9107,5,329,373,0.9893,0,,,0,,,,,1528,,46164,征服者的突围手甲,226,4,4,10,无,,32608,掠夺护手,45728,4,141,70,
100382,冰冠堡垒拳甲,护甲,坦克,4,4,10,手部,240,力量+68；耐力+123,防御等级+64；躲闪等级+51；精准等级+56,防御等级+64；躲闪等级+50；精准等级+61,防御等级×1.0000；躲闪等级×0.9804；精准等级×1.0893,5,400,362,1.0110,2,黄色,蓝色,0,,,,,1529,,51556,血脉挫灭者护手,251,4,4,10,无,,29998,银月皇家护手,46076,4,138,70,
100383,符文之拳甲,护甲,坦克,4,4,10,手部,240,力量+72；耐力+146,防御等级+57；招架等级+64；精准等级+44,防御等级+58；招架等级+68；精准等级+47,防御等级×1.0175；招架等级×1.0625；精准等级×1.0682,5,335,383,1.0209,2,蓝色,红色,0,,,,,1528,,46236,征服者黑暗符文手甲,226,4,4,10,无,,30112,波浪荣耀护手,46079,4,138,70,
100384,圣光之焚烧,通用槽位,法系输出,4,0,2,颈部,240,耐力+55；智力+55,法术强度+85；暴击等级+55；急速等级+36,法术强度+82；暴击等级+52；急速等级+37,法术强度×0.9647；暴击等级×0.9455；急速等级×1.0278,5,301,286,0.9825,0,,,0,,,,,,,47307,瓦格里的恸哭,245,4,0,2,无,,17782,束缚坠饰,6494,5,80,60,
100385,蓝龙之守护,通用槽位,法系输出,4,0,2,颈部,240,耐力+52；智力+55,法术强度+77；暴击等级+50；命中等级+40,法术强度+78；暴击等级+45；命中等级+42,法术强度×1.0130；暴击等级×0.9000；命中等级×1.0500,5,286,274,0.9927,1,蓝色,,0,,,,,,,48030,黑暗死亡护符,245,4,0,2,无,,34358,硬化氪金项链,39214,4,159,70,
100386,陨星·链坠,通用槽位,法系输出,4,0,2,颈部,240,耐力+59；智力+41；精神+42,急速等级+45；法术强度+85,急速等级+46；法术强度+78,急速等级×1.0222；法术强度×0.9176,5,270,272,0.9779,2,红色,黄色,0,,,,,,,45447,警惕之眼,239,4,0,2,无,,34359,阳炎坠饰,45351,4,159,70,
100387,御风项圈,通用槽位,法系输出,4,0,2,颈部,240,耐力+62；智力+52,法术强度+76；命中等级+46；急速等级+41,法术强度+82；命中等级+42；急速等级+43,法术强度×1.0789；命中等级×0.9130；急速等级×1.0488,5,274,277,1.0144,1,黄色,,0,,,,,,,45133,炽热灾难坠饰,239,4,0,2,无,,34177,终结锁链,48511,4,154,70,
100388,黑暗神殿的咒纹,通用槽位,法系输出,4,0,11,戒指,240,耐力+72；智力+48,法术强度+84；急速等级+41；暴击等级+53,法术强度+77；急速等级+39；暴击等级+56,法术强度×0.9167；急速等级×0.9512；暴击等级×1.0566,5,276,298,0.9799,0,,,0,,,,,,,45168,火光之环,232,4,0,11,无,,52572,无尽力量灰烬指环,63958,4,277,1,
