entry,名称,分组,定位,class,subclass,InventoryType,槽位,装等,白字属性,绿字归一值,绿字最终值,绿字最终随机系数,属性条数,模板原始属性总和,250归一属性总和,随机前后总属性比,插槽数量,插槽1颜色,插槽2颜色,插槽Bonus,伤害,攻速毫秒,DPS,护甲,格挡值,基准entry,基准名称,基准装等,基准class,基准subclass,基准InventoryType,预算回退方式,等价词条映射,外观entry,外观名称,displayid,外观品质,外观物品装等,外观需求等级
100877,手套·灰烬,护甲,敏捷输出,4,2,10,手部,250,敏捷+106；耐力+106,攻击强度+125；暴击等级+70；急速等级+62,攻击强度+121；暴击等级+72；急速等级+61,攻击强度×0.9680；暴击等级×1.0286；急速等级×0.9839,5,474,469,0.9936,1,红色,,0,,,,397,,50088,影刃护手,251,4,2,10,无,,33671,复仇角斗士的龙皮手套,46941,4,146,70
100878,镇岳手套,护甲,敏捷输出,4,2,10,手部,250,敏捷+106；耐力+75,攻击强度+133；暴击等级+62；护甲穿透等级+62,攻击强度+133；暴击等级+56；护甲穿透等级+59,攻击强度×1.0000；暴击等级×0.9032；护甲穿透等级×0.9516,5,443,438,0.9795,2,黄色,蓝色,0,,,,397,,50799,天谴扼杀手套,251,4,2,10,无,,33700,复仇角斗士的皮甲手套,46940,4,146,70
100879,星语者拳甲,护甲,敏捷输出,4,2,10,手部,250,敏捷+108；耐力+106,攻击强度+123；暴击等级+70；命中等级+62,攻击强度+128；暴击等级+70；命中等级+58,攻击强度×1.0407；暴击等级×1.0000；命中等级×0.9355,5,447,469,1.0021,0,,,0,,,,395,,48241,迦罗娜的凯旋护手,245,4,2,10,无,,32328,植物学者的生长手套,45707,4,141,70
100880,翡翠驭天拳甲,护甲,敏捷输出,4,2,10,手部,250,敏捷+106；耐力+106,攻击强度+125；护甲穿透等级+70；急速等级+62,攻击强度+124；护甲穿透等级+67；急速等级+59,攻击强度×0.9920；护甲穿透等级×0.9571；急速等级×0.9516,5,474,469,0.9851,1,红色,,0,,,,397,,50827,树纹裹手,251,4,2,10,无,,32347,诅咒之握,45718,4,141,70
100881,生长降世战盔,护甲,敏捷输出,4,3,1,头部,250,敏捷+134；耐力+112；智力+75,攻击强度+158；暴击等级+87；急速等级+60,攻击强度+153；暴击等级+88；急速等级+63,攻击强度×0.9684；暴击等级×1.0115；急速等级×1.0500,6,632,626,0.9984,0,,,0,,,,1145,,50832,霜巫面甲,251,4,3,1,无,,31003,戈隆追猎者头盔,45680,4,146,70
100882,艾萨拉之头冠,护甲,敏捷输出,4,3,1,头部,250,敏捷+86；耐力+112；智力+75,攻击强度+253；护甲穿透等级+67；暴击等级+75,攻击强度+256；护甲穿透等级+69；暴击等级+79,攻击强度×1.0119；护甲穿透等级×1.0299；暴击等级×1.0533,6,675,668,1.0135,0,,,0,,,,1145,,51002,塔德隆的短视头盔,251,4,3,1,无,,31012,破天头盔,45669,4,146,70
100883,兜帽·余烬,护甲,敏捷输出,4,3,1,头部,250,敏捷+128；耐力+112；智力+75,攻击强度+154；命中等级+78；暴击等级+75,攻击强度+165；命中等级+82；暴击等级+72,攻击强度×1.0714；命中等级×1.0513；暴击等级×0.9600,6,592,622,1.0193,0,,,0,,,,1140,,48363,萨尔的凯旋面甲,245,4,3,1,无,,33666,复仇角斗士的链甲头盔,47951,4,146,70
100884,掠影兜帽,护甲,敏捷输出,4,3,1,头部,250,敏捷+128；耐力+112；智力+75,攻击强度+154；护甲穿透等级+94；急速等级+57,攻击强度+150；护甲穿透等级+95；急速等级+62,攻击强度×0.9740；护甲穿透等级×1.0106；急速等级×1.0877,6,592,620,1.0032,1,红色,,0,,,,1140,,47685,雏龙头盔,245,4,3,1,无,,33708,复仇角斗士的鳞甲头盔,46894,4,146,70
100885,涅槃之肩卫,护甲,敏捷输出,4,3,3,肩部,250,敏捷+106；耐力+83；智力+55,攻击强度+125；暴击等级+70；急速等级+48,攻击强度+129；暴击等级+75；急速等级+51,攻击强度×1.0320；暴击等级×1.0714；急速等级×1.0625,6,492,487,1.0246,1,红色,,0,,,,1057,,50834,霜巫肩甲,251,4,3,3,无,,42668,复仇斗士环甲肩甲,41149,4,146,70
100886,破军者肩甲,护甲,敏捷输出,4,3,3,肩部,250,敏捷+106；耐力+83；智力+55,攻击强度+125；暴击等级+70；护甲穿透等级+48,攻击强度+119；暴击等级+65；护甲穿透等级+44,攻击强度×0.9520；暴击等级×0.9286；护甲穿透等级×0.9167,6,492,487,0.9692,2,黄色,蓝色,0,,,,1057,,50117,安卡哈猎血护肩,251,4,3,3,无,,30892,驯兽者护肩,45735,4,141,70
100887,魔铁肩铠,护甲,敏捷输出,4,3,3,肩部,250,敏捷+106；耐力+83；智力+55,攻击强度+109；暴击等级+70；命中等级+40,攻击强度+117；暴击等级+67；命中等级+43,攻击强度×1.0734；暴击等级×0.9571；命中等级×1.0750,6,468,463,1.0173,2,蓝色,红色,0,,,,1057,,51015,恐怖仪式肩垫,251,4,3,3,无,,32264,隐藏猎手护肩,45731,4,141,70
100888,海加尔山之肩甲,护甲,敏捷输出,4,3,3,肩部,250,敏捷+106；耐力+83；智力+49,攻击强度+111；护甲穿透等级+61；急速等级+44,攻击强度+111；护甲穿透等级+66；急速等级+47,攻击强度×1.0000；护甲穿透等级×1.0820；急速等级×1.0682,6,458,454,1.0176,0,,,0,,,,1057,,50792,失落希望护肩,251,4,3,3,无,,32517,波浪治愈护肩,45757,4,141,70
100889,万法王之护胸,护甲,敏捷输出,4,3,5,胸部,250,敏捷+142；耐力+112；智力+75,攻击强度+158；暴击等级+87；急速等级+67,攻击强度+149；暴击等级+86；急速等级+61,攻击强度×0.9430；暴击等级×0.9885；急速等级×0.9104,6,648,641,0.9750,1,红色,,0,,,,1409,,50830,霜巫胸甲,251,4,3,5,无,,31004,戈隆追猎者护胸,45678,4,146,70
100890,天火·胸甲,护甲,敏捷输出,4,3,5,胸部,250,敏捷+142；耐力+112；智力+75,攻击强度+158；暴击等级+87；护甲穿透等级+67,攻击强度+171；暴击等级+89；护甲穿透等级+68,攻击强度×1.0823；暴击等级×1.0230；护甲穿透等级×1.0149,6,648,641,1.0250,1,黄色,,0,,,,1409,,50118,安卡哈猎血外套,251,4,3,5,无,,31016,破天护胸,45668,4,146,70
100891,风暴峭壁护胸,护甲,敏捷输出,4,3,5,胸部,250,敏捷+71；耐力+112；智力+75,攻击强度+253；命中等级+63；暴击等级+95,攻击强度+274；命中等级+64；暴击等级+97,攻击强度×1.0830；命中等级×1.0159；暴击等级×1.0211,6,676,669,1.0359,1,蓝色,,0,,,,1409,,50800,凌迟胸甲,251,4,3,5,无,,33664,复仇角斗士的链甲护胸,46880,4,146,70
100892,圣光破界胸甲,护甲,敏捷输出,4,3,5,胸部,250,敏捷+128；耐力+112；智力+75,攻击强度+154；护甲穿透等级+85；急速等级+66,攻击强度+141；护甲穿透等级+79；急速等级+60,攻击强度×0.9156；护甲穿透等级×0.9294；急速等级×0.9091,6,592,620,0.9597,0,,,0,,,,1404,,47596,十字军的龙鳞胸甲,245,4,3,5,无,,33706,复仇角斗士的鳞甲护胸,46891,4,146,70
100893,通灵学院之扣带,护甲,敏捷输出,4,3,6,腰部,250,敏捷+67；耐力+83；智力+56,攻击强度+162；暴击等级+62；急速等级+54,攻击强度+157；暴击等级+58；急速等级+58,攻击强度×0.9691；暴击等级×0.9355；急速等级×1.0741,6,389,484,0.9897,2,红色,黄色,0,,,,792,,45553,巨龙腰带,226,4,3,6,无,,32276,闪火腰带,45763,4,141,70
100894,秩序惊涛腰甲,护甲,敏捷输出,4,3,6,腰部,250,敏捷+86；耐力+83；智力+55,攻击强度+147；暴击等级+56；护甲穿透等级+56,攻击强度+155；暴击等级+52；护甲穿透等级+61,攻击强度×1.0544；暴击等级×0.9286；护甲穿透等级×1.0893,6,550,483,1.0186,1,黄色,,0,,,,798,,50413,尼鲁巴尔猎手束带,264,4,3,6,无,,32346,骨纹束带,45277,4,141,70
100895,斯坦索姆之战带,护甲,敏捷输出,4,3,6,腰部,250,敏捷+90；耐力+83；智力+55,攻击强度+141；命中等级+40；暴击等级+70,攻击强度+131；命中等级+36；暴击等级+73,攻击强度×0.9291；命中等级×0.9000；暴击等级×1.0429,6,484,479,0.9770,2,蓝色,红色,0,,,,793,,50762,天谴椎骨链带,251,4,3,6,无,,34932,抚慰轻风腰带,48490,4,141,70
100896,破夜腰甲,护甲,敏捷输出,4,3,6,腰部,250,敏捷+90；耐力+83；智力+49,攻击强度+141；急速等级+44；护甲穿透等级+70,攻击强度+149；急速等级+44；护甲穿透等级+67,攻击强度×1.0567；急速等级×1.0000；护甲穿透等级×0.9571,6,481,477,1.0105,1,红色,,0,,,,793,,51325,饮血者束带,251,4,3,6,无,,32797,老兵的链甲束带,46052,4,136,70
100897,游侠将军腿铠,护甲,敏捷输出,4,3,7,腿部,250,敏捷+142；耐力+112；智力+75,攻击强度+158；暴击等级+87；急速等级+67,攻击强度+148；暴击等级+95；急速等级+65,攻击强度×0.9367；暴击等级×1.0920；急速等级×0.9701,6,648,641,0.9938,1,红色,,0,,,,1233,,50116,安卡哈猎血腿甲,251,4,3,7,无,,33709,复仇角斗士的鳞甲护腿,46895,4,146,70
100898,腿铠·魔铁,护甲,敏捷输出,4,3,7,腿部,250,敏捷+128；耐力+74；智力+113,攻击强度+154；暴击等级+94；护甲穿透等级+74,攻击强度+149；暴击等级+102；护甲穿透等级+80,攻击强度×0.9675；暴击等级×1.0851；护甲穿透等级×1.0811,6,608,637,1.0141,1,黄色,,0,,,,1229,,48271,风行者的凯旋腿甲,245,4,3,7,无,,42667,复仇斗士环甲护腿,41148,4,146,70
100899,圣贤护腿,护甲,敏捷输出,4,3,7,腿部,250,敏捷+118；耐力+112；智力+65,攻击强度+166；暴击等级+83；命中等级+80,攻击强度+168；暴击等级+77；命中等级+78,攻击强度×1.0120；暴击等级×0.9277；命中等级×0.9750,6,631,624,0.9904,1,蓝色,,0,,,,1233,,51566,扭曲梦境腿甲,251,4,3,7,无,,30893,阳炎锁链护腿,45229,4,141,70
100900,达拉然护腿,护甲,敏捷输出,4,3,7,腿部,250,敏捷+128；耐力+74；智力+113,攻击强度+154；暴击等级+94；护甲穿透等级+74,攻击强度+142；暴击等级+97；护甲穿透等级+76,攻击强度×0.9221；暴击等级×1.0319；护甲穿透等级×1.0270,6,608,637,0.9890,0,,,0,,,,1229,,48258,风行者的凯旋腿甲,245,4,3,7,无,,30900,弯弓护腿,47778,4,141,70
100901,破军者轰雷足甲,护甲,敏捷输出,4,3,8,脚部,250,敏捷+108；耐力+84；智力+52,攻击强度+140；急速等级+41；暴击等级+56,攻击强度+150；急速等级+44；暴击等级+55,攻击强度×1.0714；急速等级×1.0732；暴击等级×0.9821,6,457,481,1.0249,1,红色,,0,,,,965,,48006,战歌偷猎者胫甲,245,4,3,8,无,,32242,海洋之怒长靴,45278,4,141,70
100902,梦境护足,护甲,敏捷输出,4,3,8,脚部,250,敏捷+90；耐力+83；智力+59,攻击强度+152；暴击等级+33；护甲穿透等级+61,攻击强度+166；暴击等级+31；护甲穿透等级+58,攻击强度×1.0921；暴击等级×0.9394；护甲穿透等级×0.9508,6,483,478,1.0188,2,黄色,蓝色,0,,,,969,,50812,塔德隆的远瞩长靴,251,4,3,8,无,,32510,追踪软靴,45733,4,141,70
100903,剃刀高地之足甲,护甲,敏捷输出,4,3,8,脚部,250,敏捷+90；耐力+83；智力+49,攻击强度+161；命中等级+44；暴击等级+53,攻击强度+158；命中等级+42；暴击等级+56,攻击强度×0.9814；命中等级×0.9545；暴击等级×1.0566,6,485,480,0.9958,0,,,0,,,,969,,51785,龙翼战靴,251,4,3,8,无,,30104,毒蛇长靴,45845,4,138,70
100904,铁炉堡踏靴,护甲,敏捷输出,4,3,8,脚部,250,敏捷+115；耐力+83；智力+58,攻击强度+136；护甲穿透等级+70；急速等级+52,攻击强度+137；护甲穿透等级+76；急速等级+54,攻击强度×1.0074；护甲穿透等级×1.0857；急速等级×1.0385,6,434,514,1.0175,1,红色,,0,,,,976,,45249,铜丝战靴,232,4,3,8,无,,32785,老兵的链甲战靴,46053,4,136,70
100905,精金守望护臂,护甲,敏捷输出,4,3,9,腕部,250,敏捷+90；耐力+60；智力+38,急速等级+40；暴击等级+45；攻击强度+110,急速等级+37；暴击等级+45；攻击强度+109,急速等级×0.9250；暴击等级×1.0000；攻击强度×0.9909,6,286,383,0.9896,1,红色,,0,,,,621,,49820,古德利亚的幽灵护腕,219,4,3,9,无,,32259,风暴降临护腕,45762,4,141,70
100906,苍翠之臂甲,护甲,敏捷输出,4,3,9,腕部,250,敏捷+81；耐力+42；智力+42,攻击强度+104；暴击等级+52；护甲穿透等级+42,攻击强度+110；暴击等级+54；护甲穿透等级+44,攻击强度×1.0577；暴击等级×1.0385；护甲穿透等级×1.0476,6,347,363,1.0275,0,,,0,,,,614,,47281,无声屠戮护腕,245,4,3,9,无,,32574,闪电反射护腕,45399,4,141,70
100907,迅影护臂,护甲,敏捷输出,4,3,9,腕部,250,敏捷+71；耐力+42；智力+42,攻击强度+113；命中等级+42；暴击等级+39,攻击强度+119；命中等级+39；暴击等级+42,攻击强度×1.0531；命中等级×0.9286；暴击等级×1.0769,6,351,349,1.0172,1,蓝色,,0,,,,616,,50789,冰冠城防护腕,251,4,3,9,无,,32577,生命之地护腕,45403,4,141,70
100908,裁决者护腕,护甲,敏捷输出,4,3,9,腕部,250,敏捷+75；耐力+42；智力+42,攻击强度+92；命中等级+53；急速等级+38,攻击强度+95；命中等级+54；急速等级+37,攻击强度×1.0326；命中等级×1.0189；急速等级×0.9737,6,325,342,1.0088,1,红色,,0,,,,614,,47989,北地追猎者护腕,245,4,3,9,无,,33876,守备官的链甲护腕,47405,4,141,70
100909,银色北伐军之护手,护甲,敏捷输出,4,3,10,手部,250,敏捷+100；耐力+84；智力+56,攻击强度+140；暴击等级+62；急速等级+55,攻击强度+153；暴击等级+60；急速等级+59,攻击强度×1.0929；暴击等级×0.9677；急速等级×1.0727,6,473,497,1.0302,1,红色,,0,,,,878,,48273,风行者的凯旋手甲,245,4,3,10,无,,31007,破天手套,45670,4,146,70
100910,利爪手甲,护甲,敏捷输出,4,3,10,手部,250,敏捷+92；耐力+83；智力+55,攻击强度+132；暴击等级+56；护甲穿透等级+56,攻击强度+141；暴击等级+53；护甲穿透等级+58,攻击强度×1.0682；暴击等级×0.9464；护甲穿透等级×1.0357,6,542,474,1.0169,0,,,0,,,,886,,50979,裂木手套,264,4,3,10,无,,33665,复仇角斗士的链甲护手,46883,4,146,70
100911,圣殿骑士缚龙手套,护甲,敏捷输出,4,3,10,手部,250,敏捷+106；耐力+83；智力+55,攻击强度+125；暴击等级+70；命中等级+48,攻击强度+122；暴击等级+72；命中等级+45,攻击强度×0.9760；暴击等级×1.0286；命中等级×0.9375,6,492,487,0.9918,2,蓝色,红色,0,,,,880,,50831,霜巫裹手,251,4,3,10,无,,33707,复仇角斗士的鳞甲护手,46892,4,146,70
100912,追猎者之手甲,护甲,敏捷输出,4,3,10,手部,250,敏捷+114；耐力+84；智力+56,攻击强度+136；护甲穿透等级+56；急速等级+69,攻击强度+127；护甲穿透等级+53；急速等级+72,攻击强度×0.9338；护甲穿透等级×0.9464；急速等级×1.0435,6,435,515,0.9825,1,红色,,0,,,,887,,45109,烈焰巨兽手套,232,4,3,10,无,,42665,复仇斗士环甲护手,41145,4,146,70
100913,风暴头冠,护甲,力量输出,4,4,1,头部,250,力量+138；耐力+162,暴击等级+78；命中等级+86,暴击等级+74；命中等级+82,暴击等级×0.9487；命中等级×0.9535,4,442,464,0.9828,1,红色,,0,,,,2038,,48393,地狱咆哮的凯旋头盔,245,4,4,1,无,,35185,审判者护目镜3000型,43889,4,159,70
100914,破阵面罩,护甲,力量输出,4,4,1,头部,250,力量+119；耐力+214,暴击等级+87；急速等级+79,暴击等级+80；急速等级+81,暴击等级×0.9195；急速等级×1.0253,4,504,499,0.9900,0,,,0,,,,,,51769,Ymirjar Lord's Helmet,251,4,4,1,无,,32521,铁壁面甲,46205,4,151,70
100915,战盔·蓝龙,护甲,力量输出,4,4,1,头部,250,力量+139；耐力+162,暴击等级+87；护甲穿透等级+79,暴击等级+84；护甲穿透等级+84,暴击等级×0.9655；护甲穿透等级×1.0633,4,472,467,1.0043,1,蓝色,,0,,,,2046,,50096,天谴领主战盔,251,4,4,1,无,,30972,冲锋战盔,49684,4,146,70
100916,破晓断岳战盔,护甲,力量输出,4,4,1,头部,250,力量+138；耐力+162,暴击等级+86；精准等级+77,暴击等级+85；精准等级+75,暴击等级×0.9884；精准等级×0.9740,4,442,463,0.9935,2,红色,黄色,0,,,,2038,,48498,库尔迪拉的凯旋头盔,245,4,4,1,无,,30987,光明使者面甲,45684,4,146,70
100917,肩卫·雷霆,护甲,力量输出,4,4,3,肩部,250,力量+113；耐力+121,暴击等级+70；命中等级+62,暴击等级+72；命中等级+65,暴击等级×1.0286；命中等级×1.0484,4,348,366,1.0137,2,红色,黄色,0,,,,1881,,48622,莉亚德琳的凯旋肩铠,245,4,4,3,无,,33732,复仇角斗士的板甲护肩,46865,4,146,70
100918,战争领主肩卫,护甲,力量输出,4,4,3,肩部,250,力量+98；耐力+159,暴击等级+70；急速等级+62,暴击等级+75；急速等级+57,暴击等级×1.0714；急速等级×0.9194,4,393,389,1.0000,0,,,0,,,,,,51767,Ymirjar Lord's Shoulderplates,251,4,4,3,无,,30866,染血肩铠,45759,4,141,70
100919,神祇·肩甲,护甲,力量输出,4,4,3,肩部,250,力量+113；耐力+121,暴击等级+70；护甲穿透等级+62,暴击等级+68；护甲穿透等级+61,暴击等级×0.9714；护甲穿透等级×0.9839,4,370,366,0.9918,1,蓝色,,0,,,,1889,,50098,天谴领主肩铠,251,4,4,3,无,,30878,闪光的钢铁护肩,45212,4,141,70
100920,银河回响肩甲,护甲,力量输出,4,4,3,肩部,250,力量+98；耐力+159,暴击等级+70；急速等级+62,暴击等级+75；急速等级+68,暴击等级×1.0714；急速等级×1.0968,4,393,389,1.0283,0,,,0,,,,,,51721,Lightsworn Shoulderplates,251,4,4,3,无,,32250,深渊愤怒肩铠,45760,4,141,70
100921,圣光·胸铠,护甲,力量输出,4,4,5,胸部,250,力量+140；耐力+162,暴击等级+87；命中等级+80,暴击等级+94；命中等级+85,暴击等级×1.0805；命中等级×1.0625,4,538,469,1.0256,1,红色,,0,,,,2536,,49951,军兵胸胄,264,4,4,5,无,,28485,列王壁垒,39659,4,146,70
100922,奥妮克希亚之胸甲,护甲,力量输出,4,4,5,胸部,250,力量+119；耐力+213,暴击等级+95；急速等级+71,暴击等级+96；急速等级+70,暴击等级×1.0105；急速等级×0.9859,4,503,498,1.0000,2,黄色,蓝色,0,,,,,,53500,Tectonic Plate,251,4,4,5,无,,30975,冲锋胸甲,45658,4,146,70
100923,血战护胸,护甲,力量输出,4,4,5,胸部,250,力量+146；耐力+162,暴击等级+95；护甲穿透等级+79,暴击等级+96；护甲穿透等级+79,暴击等级×1.0105；护甲穿透等级×1.0000,4,488,482,1.0021,1,蓝色,,0,,,,2519,,50094,天谴领主战甲,251,4,4,5,无,,30990,光明使者胸铠,46350,4,146,70
100924,奥格瑞玛惊雷胸铠,护甲,力量输出,4,4,5,胸部,250,力量+154；耐力+162,暴击等级+104；精准等级+72,暴击等级+109；精准等级+71,暴击等级×1.0481；精准等级×0.9861,4,413,492,1.0081,1,红色,,0,,,,2538,,45225,断钢者的拥抱,232,4,4,5,无,,30991,光明使者护胸,45683,4,146,70
100925,银色北伐军扣带,护甲,力量输出,4,4,6,腰部,250,力量+104；耐力+120,暴击等级+71；命中等级+52,暴击等级+77；命中等级+52,暴击等级×1.0845；命中等级×1.0000,4,312,347,1.0173,1,红色,,0,,,,1405,,45241,巨像怒火腰带,239,4,4,6,无,,30915,沸腾怒火腰带,45243,4,141,70
100926,唤潮者之扣带,护甲,力量输出,4,4,6,腰部,250,力量+124；耐力+120,暴击等级+64；急速等级+72,暴击等级+62；急速等级+74,暴击等级×0.9688；急速等级×1.0278,4,283,380,1.0000,2,黄色,蓝色,0,,,,1429,,49808,曲金腰带,219,4,4,6,无,,32333,稳固腰带,45299,4,141,70
100927,秘法回响腰铠,护甲,力量输出,4,4,6,腰部,250,力量+105；耐力+120,暴击等级+65；护甲穿透等级+60,暴击等级+61；护甲穿透等级+63,暴击等级×0.9385；护甲穿透等级×1.0500,4,401,350,0.9971,1,蓝色,,0,,,,1426,,50187,冷魂锁链,264,4,4,6,无,,32342,坚定意志束带,45298,4,141,70
100928,星陨扣带,护甲,力量输出,4,4,6,腰部,250,力量+105；耐力+121,暴击等级+75；精准等级+46,暴击等级+80；精准等级+46,暴击等级×1.0667；精准等级×1.0000,4,350,347,1.0144,2,红色,黄色,0,,,,1417,,51782,蚀刻龙骨束带,251,4,4,6,无,,32512,洛丹伦亡者腰带,44866,4,141,70
100929,天启者断岳护腿,护甲,力量输出,4,4,7,腿部,250,力量+144；耐力+162,命中等级+74；暴击等级+93,命中等级+67；暴击等级+92,命中等级×0.9054；暴击等级×0.9892,4,374,473,0.9831,2,红色,黄色,0,,,,2202,,46222,征服者神御腿铠,226,4,4,7,无,,30993,光明使者腿铠,45686,4,146,70
100930,冬泉谷天轨腿甲,护甲,力量输出,4,4,7,腿部,250,力量+146；耐力+162,暴击等级+94；急速等级+77,暴击等级+98；急速等级+77,暴击等级×1.0426；急速等级×1.0000,4,458,479,1.0084,1,黄色,,0,,,,2196,,47304,升华腿铠,245,4,4,7,无,,33698,复仇角斗士的板层甲护腿,46951,4,146,70
100931,护腿·赤霞,护甲,力量输出,4,4,7,腿部,250,力量+139；耐力+162,暴击等级+71；护甲穿透等级+95,暴击等级+69；护甲穿透等级+88,暴击等级×0.9718；护甲穿透等级×0.9263,4,472,467,0.9807,1,蓝色,,0,,,,2204,,51786,穹苍之战腿甲,251,4,4,7,无,,33731,复仇角斗士的板甲护腿,46866,4,146,70
100932,沙塔斯圣光腿甲,护甲,力量输出,4,4,7,腿部,250,力量+127；耐力+212,暴击等级+95；精准等级+79,暴击等级+89；精准等级+72,暴击等级×0.9368；精准等级×0.9114,4,518,513,0.9747,1,红色,,0,,,,,,51768,Ymirjar Lord's Legplates,251,4,4,7,无,,32419,Tom's Legs 3,40487,4,145,70
100933,风暴峭壁岩心足铠,护甲,力量输出,4,4,8,脚部,250,力量+125；耐力+121,暴击等级+75；命中等级+62,暴击等级+77；命中等级+61,暴击等级×1.0267；命中等级×0.9839,4,321,383,1.0026,1,红色,,0,,,,1745,,45501,地底族群之靴,232,4,4,8,无,,32245,踏潮者胫甲,45349,4,141,70
100934,涅槃战靴,护甲,力量输出,4,4,8,脚部,250,力量+104；耐力+120,暴击等级+71；急速等级+51,暴击等级+76；急速等级+51,暴击等级×1.0704；急速等级×1.0000,4,312,346,1.0145,0,,,0,,,,1717,,45599,寂夜战靴,239,4,4,8,无,,32268,侍从战靴,45324,4,141,70
100935,无尽战靴,护甲,力量输出,4,4,8,脚部,250,力量+105；耐力+120,暴击等级+56；护甲穿透等级+71,暴击等级+55；护甲穿透等级+72,暴击等级×0.9821；护甲穿透等级×1.0141,4,402,352,1.0000,0,,,0,,,,1743,,61019,繁花之板鞋,264,4,4,8,无,,32345,军团恐怖战靴,45287,4,141,70
100936,冰封之护足,护甲,力量输出,4,4,8,脚部,250,力量+113；耐力+121,暴击等级+70；精准等级+62,暴击等级+68；精准等级+58,暴击等级×0.9714；精准等级×0.9355,4,348,366,0.9836,2,红色,黄色,0,,,,1725,,47312,邪铁堡垒胫甲,245,4,4,8,无,,34947,正义卫士胫甲,48472,4,141,70
100937,凛冽臂甲,护甲,力量输出,4,4,9,腕部,250,力量+82；耐力+90,暴击等级+52；命中等级+45,暴击等级+48；命中等级+42,暴击等级×0.9231；命中等级×0.9333,4,310,269,0.9740,1,红色,,0,,,,1109,,50002,白熊之爪护腕,264,4,4,9,无,,30861,狂暴镣铐,45748,4,141,70
100938,烈焰·臂甲,护甲,力量输出,4,4,9,腕部,250,力量+82；耐力+90,暴击等级+45；急速等级+53,暴击等级+47；急速等级+56,暴击等级×1.0444；急速等级×1.0566,4,272,270,1.0185,1,黄色,,0,,,,1102,,51563,针林护腕,251,4,4,9,无,,30862,神圣精金护腕,45741,4,141,70
100939,新月之腕铠,护甲,力量输出,4,4,9,腕部,250,力量+82；耐力+90,暴击等级+38；护甲穿透等级+56,暴击等级+35；护甲穿透等级+60,暴击等级×0.9211；护甲穿透等级×1.0714,4,254,266,1.0038,2,蓝色,红色,0,,,,1098,,48008,虚空领主腕甲,245,4,4,9,无,,32232,恒金外壳护腕,45289,4,141,70
100940,银月城腐化腕铠,护甲,力量输出,4,4,9,腕部,250,力量+91；耐力+90,暴击等级+52；精准等级+52,暴击等级+57；精准等级+52,暴击等级×1.0962；精准等级×1.0000,4,272,285,1.0175,0,,,0,,,,1098,,47253,碎骨臂铠冑,245,4,4,9,无,,32279,搜寻者的腕甲,45347,4,141,70
100941,炽焰·护手,护甲,力量输出,4,4,10,手部,250,力量+98；耐力+159,暴击等级+70；命中等级+62,暴击等级+67；命中等级+61,暴击等级×0.9571；命中等级×0.9839,4,393,389,0.9897,1,红色,,0,,,,,,51770,Ymirjar Lord's Gauntlets,251,4,4,10,无,,30983,光明使者手套,46357,4,146,70
100942,降世拳甲,护甲,力量输出,4,4,10,手部,250,力量+105；耐力+120,暴击等级+70；急速等级+57,暴击等级+65；急速等级+61,暴击等级×0.9286；急速等级×1.0702,4,402,352,0.9972,2,黄色,蓝色,0,,,,1584,,50037,裂肉护手,264,4,4,10,无,,33696,复仇角斗士的板层甲护手,46949,4,146,70
100943,强攻手甲,护甲,力量输出,4,4,10,手部,250,力量+113；耐力+121,暴击等级+70；护甲穿透等级+62,暴击等级+77；护甲穿透等级+63,暴击等级×1.1000；护甲穿透等级×1.0161,4,348,366,1.0219,0,,,0,,,,1568,,47330,雪恨手甲,245,4,4,10,无,,33729,复仇角斗士的板甲护手,46868,4,146,70
100944,净世护手,护甲,力量输出,4,4,10,手部,250,力量+115；耐力+128,暴击等级+76；精准等级+47,暴击等级+76；精准等级+49,暴击等级×1.0000；精准等级×1.0426,4,290,366,1.0055,2,红色,黄色,0,,,,1573,,46219,征服者神御护手,226,4,4,10,无,,32278,沉默的公正,46487,4,141,70
100945,不灭面罩,护甲,坦克,4,4,1,头部,250,力量+143；耐力+177,防御等级+75；躲闪等级+60；招架等级+67,防御等级+68；躲闪等级+57；招架等级+67,防御等级×0.9067；躲闪等级×0.9500；招架等级×1.0000,5,527,522,0.9808,1,蓝色,,0,,,,2046,,50862,光誓面甲,251,4,4,1,无,,30988,光明使者巨盔,46358,4,146,70
100946,临世战盔,护甲,坦克,4,4,1,头部,250,力量+81；耐力+209,防御等级+94；躲闪等级+64；命中等级+79,防御等级+95；躲闪等级+70；命中等级+86,防御等级×1.0106；躲闪等级×1.0938；命中等级×1.0886,5,503,527,1.0266,0,,,0,,,,2038,,49475,审判重盔,245,4,4,1,无,,33697,复仇角斗士的板层甲头盔,47759,4,146,70
100947,冬拥湖之面甲,护甲,坦克,4,4,1,头部,250,力量+108；耐力+176,防御等级+86；精准等级+72；躲闪等级+77,防御等级+86；精准等级+74；躲闪等级+76,防御等级×1.0000；精准等级×1.0278；躲闪等级×0.9870,5,496,519,1.0019,1,黄色,,0,,,,2038,,47678,荣光头盔,245,4,4,1,无,,33730,复仇角斗士的板甲头盔,49686,4,146,70
