entry,名称,分组,定位,class,subclass,InventoryType,槽位,装等,白字属性,绿字理论归一值,触发属性预算系数,绿字触发附加前归一值,绿字最终值,绿字最终随机系数,属性条数,插槽数量,插槽1颜色,插槽2颜色,插槽Bonus,伤害,攻速毫秒,DPS,护甲,格挡值,触发法术ID,触发方式,触发效果类别,效果来源装等,效果来源物品ID,效果来源物品,基准entry,基准名称,基准装等,基准class,基准subclass,基准InventoryType,预算回退方式,等价词条映射,外观entry,外观名称,displayid,外观品质,外观物品装等,外观需求等级,插槽3颜色
103657,守望者的肩饰,护甲,治疗,4,1,3,肩部,280,耐力+107；智力+110；精神+94,法术强度+147；急速等级+79,1.00（触发效果额外，不扣属性预算）,法术强度+147；急速等级+79,法术强度+136；急速等级+86,法术强度×0.9252；急速等级×1.0886,5,1,黄色,,0,,,,274,,,,,,,,47716,人性敬畏护肩,245,4,1,3,无,,32273,耀眼光芒肩饰,45704,4,141,70,
103658,苍穹王座之披肩,护甲,治疗,4,1,3,肩部,280,耐力+107；智力+108；精神+94,法术强度+152；暴击等级+84,1.00（触发效果额外，不扣属性预算）,法术强度+152；暴击等级+84,法术强度+156；暴击等级+82,法术强度×1.0263；暴击等级×0.9762,5,0,,,0,,,,278,,,,,,,,51175,神圣血色侍僧肩垫,264,4,1,3,无,,32338,血咒护肩,45705,4,141,70,
103659,肩甲·天穹,护甲,治疗,4,1,3,肩部,280,耐力+107；智力+110；精神+94,法术强度+147；急速等级+79,1.00（触发效果额外，不扣属性预算）,法术强度+147；急速等级+79,法术强度+133；急速等级+81,法术强度×0.9048；急速等级×1.0253,5,0,,,0,,,,274,,,,,,,,47715,人性敬畏衬肩,245,4,1,3,无,,32585,迅捷治疗衬肩,45412,4,141,70,
103660,霜火外衣,护甲,治疗,4,1,20,胸部,280,耐力+143；智力+145；精神+117,法术强度+196；暴击等级+117,1.00（触发效果额外，不扣属性预算）,法术强度+196；暴击等级+117,法术强度+188；暴击等级+116,法术强度×0.9592；暴击等级×0.9915,5,1,蓝色,,0,,,,371,,,,,,,,51176,神圣血色侍僧法袍,264,4,1,20,无,,33680,复仇角斗士的鬼纹长袍,46873,4,146,70,
103661,黎明礼服,护甲,治疗,4,1,20,胸部,280,耐力+143；智力+145；精神+117,法术强度+193；急速等级+113,1.00（触发效果额外，不扣属性预算）,法术强度+193；急速等级+113,法术强度+187；急速等级+107,法术强度×0.9689；急速等级×0.9469,5,1,黄色,,0,,,,370,,,,,,,,48090,萨布拉的凯旋法衣,258,4,1,20,无,,33721,复仇角斗士的月布长袍,46927,4,146,70,
103662,黎明庇佑法袍,护甲,治疗,4,1,20,胸部,280,耐力+143；智力+145；精神+98,法术强度+186；暴击等级+126,1.00（触发效果额外，不扣属性预算）,法术强度+186；暴击等级+126,法术强度+194；暴击等级+123,法术强度×1.0430；暴击等级×0.9762,5,2,红色,蓝色,0,,,,371,,,,,,,,50975,权晋礼袍,264,4,1,20,无,,33760,复仇角斗士的丝质外衣,46931,4,146,70,
103663,恩泽之寒星,护甲,治疗,4,1,20,胸部,280,耐力+143；智力+145；精神+117,法术强度+193；急速等级+113,1.00（触发效果额外，不扣属性预算）,法术强度+193；急速等级+113,法术强度+207；急速等级+105,法术强度×1.0725；急速等级×0.9292,5,2,蓝色,黄色,0,,,,370,,,,,,,,48083,维伦的凯旋法衣,258,4,1,20,无,,32327,暗影议会长袍,45335,4,141,70,
103664,远征军庇佑束带,护甲,治疗,4,1,6,腰部,280,耐力+107；智力+108；精神+94,法术强度+140；暴击等级+75,1.00（触发效果额外，不扣属性预算）,法术强度+140；暴击等级+75,法术强度+145；暴击等级+79,法术强度×1.0357；暴击等级×1.0533,5,2,蓝色,黄色,0,,,,208,,,,,,,,50063,顽疾束带,264,4,1,6,无,,32519,神圣指引腰带,45263,4,141,70,
103665,慈悲战带,护甲,治疗,4,1,6,腰部,280,耐力+107；智力+108；精神+73,法术强度+140；急速等级+89,1.00（触发效果额外，不扣属性预算）,法术强度+140；急速等级+89,法术强度+146；急速等级+94,法术强度×1.0429；急速等级×1.0562,5,0,,,0,,,,208,,,,,,,,51930,恩医束带,264,4,1,6,无,,32799,老兵的鬼纹腰带,46062,4,136,70,
103666,龙骨荒野晨曦腰甲,护甲,治疗,4,1,6,腰部,280,耐力+106；智力+106；精神+93,法术强度+144；暴击等级+76,1.00（触发效果额外，不扣属性预算）,法术强度+144；暴击等级+76,法术强度+150；暴击等级+78,法术强度×1.0417；暴击等级×1.0263,5,1,红色,,0,,,,210,,,,,,,,50702,顽疾束带,277,4,1,6,无,,32807,老兵的丝质腰带,46065,4,136,70,
103667,霜火·腰带,护甲,治疗,4,1,6,腰部,280,耐力+107；智力+108；精神+75,法术强度+140；急速等级+91,1.00（触发效果额外，不扣属性预算）,法术强度+140；急速等级+91,法术强度+141；急速等级+95,法术强度×1.0071；急速等级×1.0440,5,0,,,0,,,,208,,,,,,,,50997,欧塞斯教派束环,264,4,1,6,无,,32979,老兵的月布腰带,46068,4,136,70,
103668,永恒征途·护腿,护甲,治疗,4,1,7,腿部,280,耐力+143；智力+145；精神+107,法术强度+193；暴击等级+126,1.00（触发效果额外，不扣属性预算）,法术强度+193；暴击等级+126,法术强度+206；暴击等级+117,法术强度×1.0674；暴击等级×0.9286,5,1,蓝色,,0,,,,323,,,,,,,,47765,逐日者的凯旋护腿,258,4,1,7,无,,33719,复仇角斗士的月布护腿,46925,4,146,70,
103669,月泉唤醒下装,护甲,治疗,4,1,7,腿部,280,耐力+143；智力+145；精神+117,法术强度+193；急速等级+113,1.00（触发效果额外，不扣属性预算）,法术强度+193；急速等级+113,法术强度+197；急速等级+122,法术强度×1.0207；急速等级×1.0796,5,0,,,0,,,,323,,,,,,,,48059,萨布拉的凯旋护腿,258,4,1,7,无,,33761,复仇角斗士的丝质长裤,46933,4,146,70,
103670,大领主的护腿,护甲,治疗,4,1,7,腿部,280,耐力+143；智力+145；精神+107,法术强度+193；暴击等级+126,1.00（触发效果额外，不扣属性预算）,法术强度+193；暴击等级+126,法术强度+190；暴击等级+135,法术强度×0.9845；暴击等级×1.0714,5,1,红色,,0,,,,323,,,,,,,,47760,卡德加的凯旋护腿,258,4,1,7,无,,30916,元素导能护腿,45219,4,141,70,
103671,静谧战裙,护甲,治疗,4,1,7,腿部,280,耐力+143；智力+145；精神+117,法术强度+193；急速等级+113,1.00（触发效果额外，不扣属性预算）,法术强度+193；急速等级+113,法术强度+188；急速等级+111,法术强度×0.9741；急速等级×0.9823,5,2,蓝色,黄色,0,,,,323,,,,,,,,48033,维伦的凯旋护腿,258,4,1,7,无,,32367,崩坏护腿,45319,4,141,70,
103672,银色北伐军静谧胫甲,护甲,治疗,4,1,8,脚部,280,耐力+107；智力+108；精神+94,法术强度+140；暴击等级+75,1.00（触发效果额外，不扣属性预算）,法术强度+140；暴击等级+75,法术强度+127；暴击等级+80,法术强度×0.9071；暴击等级×1.0667,5,1,蓝色,,0,,,,255,,,,,,,,49893,仪祭软鞋,264,4,1,8,无,,32239,唤海者便鞋,45732,4,141,70,
103673,泰坦遗迹之战靴,护甲,治疗,4,1,8,脚部,280,耐力+106；智力+107；精神+94,法术强度+150；急速等级+82,1.00（触发效果额外，不扣属性预算）,法术强度+150；急速等级+82,法术强度+148；急速等级+77,法术强度×0.9867；急速等级×0.9390,5,1,黄色,,0,,,,254,,,,,,,,47454,孀妇便鞋,258,4,1,8,无,,32609,神圣光芒长靴,45706,4,141,70,
103674,灰熊丘陵恩泽胫甲,护甲,治疗,4,1,8,脚部,280,耐力+107；智力+108；精神+94,法术强度+140；暴击等级+75,1.00（触发效果额外，不扣属性预算）,法术强度+140；暴击等级+75,法术强度+147；暴击等级+82,法术强度×1.0500；暴击等级×1.0933,5,1,红色,,0,,,,255,,,,,,,,61016,繁花之生命,264,4,1,8,无,,34919,魔咒长靴,42327,4,141,70,
103675,慈悲之寒星,护甲,治疗,4,1,8,脚部,280,耐力+106；智力+107；精神+94,法术强度+150；急速等级+82,1.00（触发效果额外，不扣属性预算）,法术强度+150；急速等级+82,法术强度+142；急速等级+90,法术强度×0.9467；急速等级×1.0976,5,0,,,0,,,,254,,,,,,,,47097,孀妇长靴,258,4,1,8,无,,34926,忠诚治愈之鞋,48479,4,141,70,
103676,晨曦臂环,护甲,治疗,4,1,9,腕部,280,耐力+80；智力+81；精神+68,法术强度+111；暴击等级+62,1.00（触发效果额外，不扣属性预算）,法术强度+111；暴击等级+62,法术强度+111；暴击等级+64,法术强度×1.0000；暴击等级×1.0323,5,1,蓝色,,0,,,,162,,,,,,,,51918,黑暗祝福护腕,264,4,1,9,无,,33901,守备官的月布护腕,47422,4,141,70,
103677,凛冬余威·腕轮,护甲,治疗,4,1,9,腕部,280,耐力+80；智力+81；精神+71,法术强度+110；急速等级+59,1.00（触发效果额外，不扣属性预算）,法术强度+110；急速等级+59,法术强度+104；急速等级+60,法术强度×0.9455；急速等级×1.0169,5,0,,,0,,,,162,,,,,,,,47485,苍白圣徒护腕,258,4,1,9,无,,33913,守备官的丝质护腕,47426,4,141,70,
103678,秘法洪流臂环,护甲,治疗,4,1,9,腕部,280,耐力+80；智力+81；精神+70,法术强度+111；暴击等级+61,1.00（触发效果额外，不扣属性预算）,法术强度+111；暴击等级+61,法术强度+117；暴击等级+66,法术强度×1.0541；暴击等级×1.0820,5,1,红色,,0,,,,162,,,,,,,,50032,死亡医师的袖腕,264,4,1,9,无,,32392,灵魂卫士护腕,44826,4,130,70,
103679,寒星·束腕,护甲,治疗,4,1,9,腕部,280,耐力+80；智力+81；精神+71,法术强度+110；急速等级+59,1.00（触发效果额外，不扣属性预算）,法术强度+110；急速等级+59,法术强度+114；急速等级+59,法术强度×1.0364；急速等级×1.0000,5,0,,,0,,,,162,,,,,,,,47208,苍白圣徒腕甲,258,4,1,9,无,,29918,心灵风暴护腕,42645,4,128,70,
103680,奥杜尔之臂铠,护甲,治疗,4,1,10,手部,280,耐力+107；智力+108；精神+94,法术强度+140；暴击等级+75,1.00（触发效果额外，不扣属性预算）,法术强度+140；暴击等级+75,法术强度+148；暴击等级+70,法术强度×1.0571；暴击等级×0.9333,5,0,,,0,,,,231,,,,,,,,50984,矛盾手套,264,4,1,10,无,,33717,复仇角斗士的月布手套,46932,4,146,70,
103681,银色勇士的手铠,护甲,治疗,4,1,10,手部,280,耐力+106；智力+106；精神+76,法术强度+144；急速等级+92,1.00（触发效果额外，不扣属性预算）,法术强度+144；急速等级+92,法术强度+146；急速等级+99,法术强度×1.0139；急速等级×1.0761,5,0,,,0,,,,233,,,,,,,,50722,萨莱因仪祭手套,277,4,1,10,无,,33759,复仇角斗士的丝质护手,46930,4,146,70,
103682,群星回响·手铠,护甲,治疗,4,1,10,手部,280,耐力+106；智力+109；精神+76,法术强度+131；暴击等级+88,1.00（触发效果额外，不扣属性预算）,法术强度+131；暴击等级+88,法术强度+141；暴击等级+80,法术强度×1.0763；暴击等级×0.9091,5,1,红色,,0,,,,229,,,,,,,,45520,警戒裹手,239,4,1,10,无,,32353,不灭信仰手套,45716,4,141,70,
103683,圣贤唤醒手铠,护甲,治疗,4,1,10,手部,280,耐力+107；智力+108；精神+63,法术强度+140；急速等级+98,1.00（触发效果额外，不扣属性预算）,法术强度+140；急速等级+98,法术强度+143；急速等级+103,法术强度×1.0214；急速等级×1.0510,5,0,,,0,,,,231,,,,,,,,51874,断指手套,264,4,1,10,无,,34938,末日卫士的灵魂之握,48495,4,141,70,
103684,霜脉矮人之面甲,护甲,治疗,4,2,1,头部,280,耐力+143；智力+143；精神+117,法术强度+191；暴击等级+109,1.00（触发效果额外，不扣属性预算）,法术强度+191；暴击等级+109,法术强度+190；暴击等级+106,法术强度×0.9948；暴击等级×0.9725,5,3,混沌,黄色,0,,,,569,,,,,,,,51302,神圣树纹头盔,277,4,2,1,无,,42691,残忍斗士皮甲头盔,47172,4,136,70,蓝色
103685,圣贤的兜帽,护甲,治疗,4,2,1,头部,280,耐力+165；智力+140；精神+102,法术强度+185；急速等级+94,1.00（触发效果额外，不扣属性预算）,法术强度+185；急速等级+94,法术强度+173；急速等级+101,法术强度×0.9351；急速等级×1.0745,5,2,混沌,黄色,0,,,,565,,,,,,,,45439,坚毅的凝视,232,4,2,1,无,,42696,残忍斗士皮甲头盔,44876,4,136,70,
103686,圣贤的头冠,护甲,治疗,4,2,1,头部,280,耐力+143；智力+143；精神+117,法术强度+191；暴击等级+109,1.00（触发效果额外，不扣属性预算）,法术强度+191；暴击等级+109,法术强度+201；暴击等级+118,法术强度×1.0524；暴击等级×1.0826,5,3,混沌,蓝色,0,,,,569,,,,,,,,50679,古月头盔,277,4,2,1,无,,30146,死亡阴影头盔,45018,4,133,70,蓝色
103687,灰熊丘陵之面罩,护甲,治疗,4,2,1,头部,280,耐力+141；智力+149；精神+102,法术强度+183；急速等级+92,1.00（触发效果额外，不扣属性预算）,法术强度+183；急速等级+92,法术强度+197；急速等级+83,法术强度×1.0765；急速等级×0.9022,5,2,混沌,蓝色,0,,,,561,,,,,,,,46184,征服者的夜歌头饰,226,4,2,1,无,,30219,诺达希尔头盔,50531,4,133,70,
103688,无声裁决·肩卫,护甲,治疗,4,2,3,肩部,280,耐力+106；智力+106；精神+93,法术强度+154；暴击等级+84,1.00（触发效果额外，不扣属性预算）,法术强度+154；暴击等级+84,法术强度+139；暴击等级+77,法术强度×0.9026；暴击等级×0.9167,5,1,蓝色,,0,,,,526,,,,,,,,51304,神圣树纹肩甲,277,4,2,3,无,,32001,残酷角斗士的皮甲护肩,45961,4,136,70,
103689,龙魂低语披肩,护甲,治疗,4,2,3,肩部,280,耐力+106；智力+107；精神+84,法术强度+150；急速等级+91,1.00（触发效果额外，不扣属性预算）,法术强度+150；急速等级+91,法术强度+165；急速等级+86,法术强度×1.1000；急速等级×0.9451,5,1,黄色,,0,,,,521,,,,,,,,48147,符文图腾的凯旋肩铠,258,4,2,3,无,,42693,残忍斗士皮甲肩甲,41758,4,136,70,
103690,深渊凝视衬肩,护甲,治疗,4,2,3,肩部,280,耐力+107；智力+108；精神+94,法术强度+152；暴击等级+84,1.00（触发效果额外，不扣属性预算）,法术强度+152；暴击等级+84,法术强度+149；暴击等级+78,法术强度×0.9803；暴击等级×0.9286,5,2,红色,蓝色,0,,,,523,,,,,,,,51135,神圣树纹肩甲,264,4,2,3,无,,42698,残忍斗士皮甲肩甲,41142,4,136,70,
103691,龙魂低语·肩饰,护甲,治疗,4,2,3,肩部,280,耐力+106；智力+107；精神+84,法术强度+150；急速等级+91,1.00（触发效果额外，不扣属性预算）,法术强度+150；急速等级+91,法术强度+161；急速等级+89,法术强度×1.0733；急速等级×0.9780,5,2,蓝色,黄色,0,,,,521,,,,,,,,48138,玛法里奥的凯旋肩铠,258,4,2,3,无,,30149,死亡阴影护肩,45020,4,133,70,
103692,救赎守护圣袍,护甲,治疗,4,2,20,胸部,280,耐力+143；智力+145；精神+126,法术强度+196；暴击等级+107,1.00（触发效果额外，不扣属性预算）,法术强度+196；暴击等级+107,法术强度+198；暴击等级+113,法术强度×1.0102；暴击等级×1.0561,5,0,,,0,,,,697,,,,,,,,51139,神圣树纹长袍,264,4,2,20,无,,34903,星光之拥,48967,4,141,70,
103693,晨曦征伐法袍,护甲,治疗,4,2,20,胸部,280,耐力+143；智力+145；精神+127,法术强度+183；急速等级+94,1.00（触发效果额外，不扣属性预算）,法术强度+183；急速等级+94,法术强度+180；急速等级+90,法术强度×0.9836；急速等级×0.9574,5,0,,,0,,,,695,,,,,,,,47453,反目长袍,258,4,2,20,无,,34906,永恒勇武护胸,48450,4,141,70,
103694,战袍·失落荣光,护甲,治疗,4,2,20,胸部,280,耐力+143；智力+145；精神+126,法术强度+186；暴击等级+98,1.00（触发效果额外，不扣属性预算）,法术强度+186；暴击等级+98,法术强度+171；暴击等级+102,法术强度×0.9194；暴击等级×1.0408,5,2,红色,蓝色,0,,,,697,,,,,,,,49996,亡语胸甲,264,4,2,20,无,,34927,黑暗时刻外套,48484,4,141,70,
103695,永恒之眼之战袍,护甲,治疗,4,2,20,胸部,280,耐力+143；智力+145；精神+127,法术强度+183；急速等级+94,1.00（触发效果额外，不扣属性预算）,法术强度+183；急速等级+94,法术强度+172；急速等级+90,法术强度×0.9399；急速等级×0.9574,5,2,蓝色,黄色,0,,,,695,,,,,,,,47096,反目外衣,258,4,2,20,无,,31972,残酷角斗士的龙皮外套,45997,4,136,70,
103696,翡翠梦境之腰甲,护甲,治疗,4,2,6,腰部,280,耐力+107；智力+110；精神+90,法术强度+134；暴击等级+72,1.00（触发效果额外，不扣属性预算）,法术强度+134；暴击等级+72,法术强度+125；暴击等级+78,法术强度×0.9328；暴击等级×1.0833,5,2,蓝色,黄色,0,,,,387,,,,,,,,47929,冬至腰带,245,4,2,6,无,,30040,深邃暗影腰带,46102,4,128,70,
103697,蓝龙军团的余烬,护甲,治疗,4,2,6,腰部,280,耐力+107；智力+108；精神+75,法术强度+140；急速等级+91,1.00（触发效果额外，不扣属性预算）,法术强度+140；急速等级+91,法术强度+128；急速等级+96,法术强度×0.9143；急速等级×1.0549,5,2,黄色,红色,0,,,,392,,,,,,,,50069,教授的血斑罩衫,264,4,2,6,无,,30042,自然力量腰带,46104,4,128,70,
103698,龙眠的幽影,护甲,治疗,4,2,6,腰部,280,耐力+107；智力+108；精神+94,法术强度+140；暴击等级+75,1.00（触发效果额外，不扣属性预算）,法术强度+140；暴击等级+75,法术强度+143；暴击等级+80,法术强度×1.0214；暴击等级×1.0667,5,1,红色,,0,,,,392,,,,,,,,51908,黑暗苦痛束带,264,4,2,6,无,,33211,刀锋天使的钱币腰带,46785,4,128,70,
103699,红龙军团之腰链,护甲,治疗,4,2,6,腰部,280,耐力+106；智力+107；精神+94,法术强度+138；急速等级+72,1.00（触发效果额外，不扣属性预算）,法术强度+138；急速等级+72,法术强度+138；急速等级+71,法术强度×1.0000；急速等级×0.9861,5,0,,,0,,,,391,,,,,,,,47469,灰棘腰带,258,4,2,6,无,,33583,巨兽腰带,47060,4,128,70,
103700,嚎风峡湾之护胫,护甲,治疗,4,2,7,腿部,280,耐力+143；智力+145；精神+117,法术强度+186；暴击等级+107,1.00（触发效果额外，不扣属性预算）,法术强度+186；暴击等级+107,法术强度+189；暴击等级+102,法术强度×1.0161；暴击等级×0.9533,5,1,蓝色,,0,,,,610,,,,,,,,49898,自然喷薄裹腿,264,4,2,7,无,,31969,残酷角斗士的龙皮护腿,47129,4,136,70,
103701,静谧征伐护腿,护甲,治疗,4,2,7,腿部,280,耐力+143；智力+145；精神+126,法术强度+186；急速等级+96,1.00（触发效果额外，不扣属性预算）,法术强度+186；急速等级+96,法术强度+201；急速等级+88,法术强度×1.0806；急速等级×0.9167,5,0,,,0,,,,610,,,,,,,,51897,坚定之血护腿,264,4,2,7,无,,32000,残酷角斗士的皮甲护腿,45960,4,136,70,
103702,烈日战裙,护甲,治疗,4,2,7,腿部,280,耐力+143；智力+145；精神+117,法术强度+186；暴击等级+107,1.00（触发效果额外，不扣属性预算）,法术强度+186；暴击等级+107,法术强度+187；暴击等级+106,法术强度×1.0054；暴击等级×0.9907,5,0,,,0,,,,610,,,,,,,,49898,自然喷薄裹腿,264,4,2,7,无,,42692,残忍斗士皮甲腿甲,41445,4,136,70,
103703,新生凝视腿铠,护甲,治疗,4,2,7,腿部,280,耐力+143；智力+145；精神+126,法术强度+196；急速等级+103,1.00（触发效果额外，不扣属性预算）,法术强度+196；急速等级+103,法术强度+202；急速等级+97,法术强度×1.0306；急速等级×0.9417,5,1,蓝色,,0,,,,610,,,,,,,,51136,神圣树纹腿甲,264,4,2,7,无,,42697,残忍斗士皮甲腿甲,41140,4,136,70,
103704,圣贤之晨曦,护甲,治疗,4,2,8,脚部,280,耐力+106；智力+106；精神+76,法术强度+144；暴击等级+93,1.00（触发效果额外，不扣属性预算）,法术强度+144；暴击等级+93,法术强度+155；暴击等级+94,法术强度×1.0764；暴击等级×1.0108,5,2,蓝色,黄色,0,,,,481,,,,,,,,50665,非自然成长长靴,277,4,2,8,无,,30041,自然优雅之靴,45914,4,128,70,
103705,泰坦遗训·便鞋,护甲,治疗,4,2,8,脚部,280,耐力+122；智力+105；精神+94,法术强度+158；急速等级+88,1.00（触发效果额外，不扣属性预算）,法术强度+158；急速等级+88,法术强度+153；急速等级+83,法术强度×0.9684；急速等级×0.9432,5,1,黄色,,0,,,,484,,,,,,,,45378,石化森林之靴,225,4,2,8,无,,30060,猛烈打击长靴,45821,4,128,70,
103706,胫甲·失落荣光,护甲,治疗,4,2,8,脚部,280,耐力+107；智力+108；精神+75,法术强度+140；暴击等级+93,1.00（触发效果额外，不扣属性预算）,法术强度+140；暴击等级+93,法术强度+133；暴击等级+88,法术强度×0.9500；暴击等级×0.9462,5,0,,,0,,,,479,,,,,,,,50009,异常生长之靴,264,4,2,8,无,,30092,虎鲸皮靴,45909,4,128,70,
103707,寒星·足具,护甲,治疗,4,2,8,脚部,280,耐力+107；智力+108；精神+84,法术强度+140；急速等级+82,1.00（触发效果额外，不扣属性预算）,法术强度+140；急速等级+82,法术强度+152；急速等级+80,法术强度×1.0857；急速等级×0.9756,5,0,,,0,,,,479,,,,,,,,49894,塞纳里奥祝福之靴,264,4,2,8,无,,33222,奈加恩的长靴,46792,4,128,70,
103708,黑锋骑士团祈愿腕铠,护甲,治疗,4,2,9,腕部,280,耐力+80；智力+80；精神+70,法术强度+113；暴击等级+62,1.00（触发效果额外，不扣属性预算）,法术强度+113；暴击等级+62,法术强度+119；暴击等级+67,法术强度×1.0531；暴击等级×1.0806,5,1,蓝色,,0,,,,307,,,,,,,,50630,无尽梦境护腕,277,4,2,9,无,,33540,刺杀大师护腕,47043,4,128,70,
103709,暮光前线慈悲臂环,护甲,治疗,4,2,9,腕部,280,耐力+81；智力+83；精神+70,法术强度+120；急速等级+67,1.00（触发效果额外，不扣属性预算）,法术强度+120；急速等级+67,法术强度+129；急速等级+66,法术强度×1.0750；急速等级×0.9851,5,2,黄色,红色,0,,,,301,,,,,,,,47277,秋木束腕,245,4,2,9,无,,33578,卡多雷保卫者护臂,47055,4,128,70,
103710,腕轮·群星回响,护甲,治疗,4,2,9,腕部,280,耐力+80；智力+81；精神+74,法术强度+111；暴击等级+56,1.00（触发效果额外，不扣属性预算）,法术强度+111；暴击等级+56,法术强度+119；暴击等级+52,法术强度×1.0721；暴击等级×0.9286,5,1,红色,,0,,,,305,,,,,,,,51885,剧毒冲击护腕,264,4,2,9,无,,33580,迅捷豹爪护腕,47057,4,128,70,
103711,救赎之霜原孤歌,护甲,治疗,4,2,9,腕部,280,耐力+81；智力+83；精神+70,法术强度+120；急速等级+67,1.00（触发效果额外，不扣属性预算）,法术强度+120；急速等级+67,法术强度+127；急速等级+73,法术强度×1.0583；急速等级×1.0896,5,1,蓝色,,0,,,,301,,,,,,,,47055,秋木护腕,245,4,2,9,无,,32810,老兵的龙皮护腕,46060,4,126,70,
103712,慈悲手铠,护甲,治疗,4,2,10,手部,280,耐力+106；智力+107；精神+94,法术强度+150；暴击等级+84,1.00（触发效果额外，不扣属性预算）,法术强度+150；暴击等级+84,法术强度+136；暴击等级+82,法术强度×0.9067；暴击等级×0.9762,5,2,蓝色,黄色,0,,,,434,,,,,,,,48143,符文图腾的凯旋护手,258,4,2,10,无,,31998,残酷角斗士的皮甲手套,45958,4,136,70,
103713,失落神殿黎明护手,护甲,治疗,4,2,10,手部,280,耐力+107；智力+108；精神+94,法术强度+140；急速等级+73,1.00（触发效果额外，不扣属性预算）,法术强度+140；急速等级+73,法术强度+131；急速等级+73,法术强度×0.9357；急速等级×1.0000,5,0,,,0,,,,436,,,,,,,,51814,冰柱雕塑者,264,4,2,10,无,,42690,残忍斗士皮甲手套,41443,4,136,70,
103714,龙魂低语·裹手,护甲,治疗,4,2,10,手部,280,耐力+106；智力+107；精神+94,法术强度+150；暴击等级+84,1.00（触发效果额外，不扣属性预算）,法术强度+150；暴击等级+84,法术强度+138；暴击等级+90,法术强度×0.9200；暴击等级×1.0714,5,0,,,0,,,,434,,,,,,,,48142,玛法里奥的凯旋护手,258,4,2,10,无,,42695,残忍斗士皮甲手套,41138,4,136,70,
103715,静潮·裹手,护甲,治疗,4,2,10,手部,280,耐力+107；智力+108；精神+94,法术强度+152；急速等级+82,1.00（触发效果额外，不扣属性预算）,法术强度+152；急速等级+82,法术强度+151；急速等级+76,法术强度×0.9934；急速等级×0.9268,5,0,,,0,,,,436,,,,,,,,51138,神圣树纹护手,264,4,2,10,无,,30145,死亡阴影护手,45016,4,133,70,
103716,祈愿降临王冠,护甲,治疗,4,3,1,头部,280,耐力+143；智力+145,法术强度+186；暴击等级+107；每5秒法力回复+58,1.00（触发效果额外，不扣属性预算）,法术强度+186；暴击等级+107；每5秒法力回复+58,法术强度+168；暴击等级+117；每5秒法力回复+60,法术强度×0.9032；暴击等级×1.0935；每5秒法力回复×1.0345,5,3,混沌,蓝色,0,,,,1257,,,,,,,,50202,暴雪头盔,264,4,3,1,无,,32006,残酷角斗士的鳞甲头盔,46507,4,136,70,黄色
103717,苍穹王座之冠冕,护甲,治疗,4,3,1,头部,280,耐力+127；智力+138,法术强度+191；急速等级+112；每5秒法力回复+57,1.00（触发效果额外，不扣属性预算）,法术强度+191；急速等级+112；每5秒法力回复+57,法术强度+188；急速等级+106；每5秒法力回复+55,法术强度×0.9843；急速等级×0.9464；每5秒法力回复×0.9649,5,2,混沌,蓝色,0,,,,1249,,,,,,,,50797,玄冰维库人头盔,251,4,3,1,无,,42661,残忍斗士锁甲头盔,44009,4,136,70,
103718,灰熊丘陵之头冠,护甲,治疗,4,3,1,头部,280,耐力+143；智力+145,法术强度+183；暴击等级+109；每5秒法力回复+57,1.00（触发效果额外，不扣属性预算）,法术强度+183；暴击等级+109；每5秒法力回复+57,法术强度+179；暴击等级+116；每5秒法力回复+57,法术强度×0.9781；暴击等级×1.0642；每5秒法力回复×1.0000,5,3,混沌,红色,0,,,,1253,,,,,,,,48307,萨尔的凯旋头饰,258,4,3,1,无,,30141,裂隙追猎者头盔,43750,4,133,70,蓝色
103719,黎明圣所之冠冕,护甲,治疗,4,3,1,头部,280,耐力+143；智力+147,法术强度+177；急速等级+88；每5秒法力回复+63,1.00（触发效果额外，不扣属性预算）,法术强度+177；急速等级+88；每5秒法力回复+63,法术强度+161；急速等级+88；每5秒法力回复+62,法术强度×0.9096；急速等级×1.0000；每5秒法力回复×0.9841,5,3,混沌,红色,0,,,,1244,,,,,,,,47687,热情蕴藏头甲,245,4,3,1,无,,30166,灾难头甲,44516,4,133,70,黄色
103720,逐日者守护肩甲,护甲,治疗,4,3,3,肩部,280,耐力+107；智力+110,法术强度+147；暴击等级+83；每5秒法力回复+48,1.00（触发效果额外，不扣属性预算）,法术强度+147；暴击等级+83；每5秒法力回复+48,法术强度+144；暴击等级+76；每5秒法力回复+49,法术强度×0.9796；暴击等级×0.9157；每5秒法力回复×1.0208,5,1,蓝色,,0,,,,1149,,,,,,,,47707,碎地者护肩,245,4,3,3,无,,30168,灾难肩甲,43617,4,133,70,
103721,慈悲之永恒征途,护甲,治疗,4,3,3,肩部,280,耐力+106；智力+107,法术强度+150；急速等级+82；每5秒法力回复+47,1.00（触发效果额外，不扣属性预算）,法术强度+150；急速等级+82；每5秒法力回复+47,法术强度+156；急速等级+80；每5秒法力回复+48,法术强度×1.0400；急速等级×0.9756；每5秒法力回复×1.0213,5,0,,,0,,,,1158,,,,,,,,48309,萨尔的凯旋护肩,258,4,3,3,无,,33464,妖术领主的巫毒肩铠,46990,4,133,70,
