entry,名称,分组,定位,class,subclass,InventoryType,槽位,装等,白字属性,绿字归一值,绿字最终值,绿字最终随机系数,属性条数,模板原始属性总和,260归一属性总和,随机前后总属性比,插槽数量,插槽1颜色,插槽2颜色,插槽Bonus,伤害,攻速毫秒,DPS,护甲,格挡值,基准entry,基准名称,基准装等,基准class,基准subclass,基准InventoryType,预算回退方式,等价词条映射,外观entry,外观名称,displayid,外观品质,外观物品装等,外观需求等级,插槽3颜色
101451,夜幕之护臂,护甲,敏捷输出,4,2,9,腕部,260,敏捷+85；耐力+87,攻击强度+102；暴击等级+50；护甲穿透等级+58,攻击强度+110；暴击等级+48；护甲穿透等级+63,攻击强度×1.0784；暴击等级×0.9600；护甲穿透等级×1.0862,5,397,382,1.0288,0,,,0,,,,288,,50333,托斯克的巨型腕甲,264,4,2,9,无,,32580,迅捷打击护腕,45775,4,141,70,
101452,刀锋山臂甲,护甲,敏捷输出,4,2,9,腕部,260,敏捷+71；耐力+87,攻击强度+99；命中等级+50；暴击等级+58,攻击强度+93；命中等级+51；暴击等级+63,攻击强度×0.9394；命中等级×1.0200；暴击等级×1.0862,5,358,365,1.0000,1,蓝色,,0,,,,287,,47474,黑暗决心臂甲,258,4,2,9,无,,32582,新生护腕,45401,4,141,70,
101453,腕铠·苍白,护甲,敏捷输出,4,2,9,腕部,260,敏捷+83；耐力+88,攻击强度+111；急速等级+57；护甲穿透等级+48,攻击强度+118；急速等级+55；护甲穿透等级+52,攻击强度×1.0631；急速等级×0.9649；护甲穿透等级×1.0833,5,337,387,1.0233,1,红色,,0,,,,284,,47582,迅杀护腕,245,4,2,9,无,,33881,守备官的龙皮护腕,47411,4,141,70,
101454,死亡骑士手甲,护甲,敏捷输出,4,2,10,手部,260,敏捷+114；耐力+116,攻击强度+141；暴击等级+77；急速等级+70,攻击强度+146；暴击等级+77；急速等级+65,攻击强度×1.0355；暴击等级×1.0000；急速等级×0.9286,5,537,518,1.0000,0,,,0,,,,411,,51188,神圣影刃护手,264,4,2,10,无,,33671,复仇角斗士的龙皮手套,46941,4,146,70,
101455,利爪护手,护甲,敏捷输出,4,2,10,手部,260,敏捷+114；耐力+83,攻击强度+151；暴击等级+69；护甲穿透等级+70,攻击强度+151；暴击等级+63；护甲穿透等级+65,攻击强度×1.0000；暴击等级×0.9130；护甲穿透等级×0.9286,5,505,487,0.9774,1,黄色,,0,,,,411,,51904,天谴扼杀手套,264,4,2,10,无,,33700,复仇角斗士的皮甲手套,46940,4,146,70,
101456,圣辉护手,护甲,敏捷输出,4,2,10,手部,260,敏捷+117；耐力+116,攻击强度+137；暴击等级+77；命中等级+69,攻击强度+141；暴击等级+82；命中等级+68,攻击强度×1.0292；暴击等级×1.0649；命中等级×0.9855,5,507,516,1.0155,1,蓝色,,0,,,,409,,48234,迦罗娜的凯旋护手,258,4,2,10,无,,32328,植物学者的生长手套,45707,4,141,70,
101457,驭天护手,护甲,敏捷输出,4,2,10,手部,260,敏捷+114；耐力+116,攻击强度+141；护甲穿透等级+77；急速等级+70,攻击强度+137；护甲穿透等级+73；急速等级+69,攻击强度×0.9716；护甲穿透等级×0.9481；急速等级×0.9857,5,537,518,0.9826,2,红色,黄色,0,,,,411,,51144,神圣树纹裹手,264,4,2,10,无,,32347,诅咒之握,45718,4,141,70,
101458,奥格瑞玛银辉面甲,护甲,敏捷输出,4,3,1,头部,260,敏捷+146；耐力+123；智力+82,攻击强度+179；暴击等级+96；急速等级+67,攻击强度+163；暴击等级+100；急速等级+61,攻击强度×0.9106；暴击等级×1.0417；急速等级×0.9104,6,720,693,0.9740,2,混沌,红色,0,,,,1186,,51197,神圣霜巫面甲,264,4,3,1,无,,31003,戈隆追猎者头盔,45680,4,146,70,
101459,裁决者镇世头冠,护甲,敏捷输出,4,3,1,头部,260,敏捷+141；耐力+123；智力+82,攻击强度+174；暴击等级+104；护甲穿透等级+65,攻击强度+181；暴击等级+95；护甲穿透等级+62,攻击强度×1.0402；暴击等级×0.9135；护甲穿透等级×0.9538,6,676,689,0.9927,3,混沌,红色,0,,,,1183,,48267,风行者的凯旋头饰,258,4,3,1,无,,31012,破天头盔,45669,4,146,70,红色
101460,地狱火半岛之头冠,护甲,敏捷输出,4,3,1,头部,260,敏捷+141；耐力+123；智力+82,攻击强度+174；命中等级+88；暴击等级+82,攻击强度+178；命中等级+82；暴击等级+85,攻击强度×1.0230；命中等级×0.9318；暴击等级×1.0366,6,676,690,1.0014,3,混沌,红色,0,,,,1183,,48358,萨尔的凯旋面甲,258,4,3,1,无,,33666,复仇角斗士的链甲头盔,47951,4,146,70,蓝色
101461,星语者轰雷面甲,护甲,敏捷输出,4,3,1,头部,260,敏捷+147；耐力+123；智力+83,攻击强度+164；护甲穿透等级+102；急速等级+62,攻击强度+149；护甲穿透等级+104；急速等级+65,攻击强度×0.9085；护甲穿透等级×1.0196；急速等级×1.0484,6,592,681,0.9853,2,混沌,蓝色,0,,,,1174,,47685,雏龙头盔,245,4,3,1,无,,33708,复仇角斗士的鳞甲头盔,46894,4,146,70,
101462,泰罗卡森林肩卫,护甲,敏捷输出,4,3,3,肩部,260,敏捷+114；耐力+91；智力+60,攻击强度+141；暴击等级+77；急速等级+53,攻击强度+150；暴击等级+79；急速等级+51,攻击强度×1.0638；暴击等级×1.0260；急速等级×0.9623,6,558,536,1.0168,0,,,0,,,,1095,,51199,神圣霜巫肩甲,264,4,3,3,无,,42668,复仇斗士环甲肩甲,41149,4,146,70,
101463,暴风城之肩铠,护甲,敏捷输出,4,3,3,肩部,260,敏捷+114；耐力+91；智力+60,攻击强度+141；暴击等级+77；护甲穿透等级+53,攻击强度+137；暴击等级+74；护甲穿透等级+54,攻击强度×0.9716；暴击等级×0.9610；护甲穿透等级×1.0189,6,558,536,0.9888,0,,,0,,,,1095,,51151,神圣安卡哈猎血护肩,264,4,3,3,无,,30892,驯兽者护肩,45735,4,141,70,
101464,灵光照夜肩铠,护甲,敏捷输出,4,3,3,肩部,260,敏捷+70；耐力+92；智力+61,攻击强度+214；暴击等级+77；命中等级+61,攻击强度+204；暴击等级+79；命中等级+62,攻击强度×0.9533；暴击等级×1.0260；命中等级×1.0164,6,565,575,0.9878,0,,,0,,,,1092,,48360,萨尔的凯旋肩甲,258,4,3,3,无,,32264,隐藏猎手护肩,45731,4,141,70,
101465,天火·肩甲,护甲,敏捷输出,4,3,3,肩部,260,敏捷+101；耐力+92；智力+53,攻击强度+155；护甲穿透等级+67；急速等级+49,攻击强度+153；护甲穿透等级+71；急速等级+45,攻击强度×0.9871；护甲穿透等级×1.0597；急速等级×0.9184,6,507,517,0.9961,2,红色,黄色,0,,,,1092,,53113,暮光龙鳞护肩,258,4,3,3,无,,32517,波浪治愈护肩,45757,4,141,70,
101466,苍穹王座银辉胸甲,护甲,敏捷输出,4,3,5,胸部,260,敏捷+88；耐力+123；智力+82,攻击强度+310；暴击等级+96；急速等级+73,攻击强度+292；暴击等级+91；急速等级+80,攻击强度×0.9419；暴击等级×0.9479；急速等级×1.0959,6,759,772,0.9793,2,红色,黄色,0,,,,1456,,48356,萨尔的凯旋胸甲,258,4,3,5,无,,31004,戈隆追猎者护胸,45678,4,146,70,
101467,征途之胸甲,护甲,敏捷输出,4,3,5,胸部,260,敏捷+153；耐力+123；智力+82,攻击强度+179；暴击等级+96；护甲穿透等级+74,攻击强度+178；暴击等级+100；护甲穿透等级+68,攻击强度×0.9944；暴击等级×1.0417；护甲穿透等级×0.9189,6,736,707,0.9958,1,黄色,,0,,,,1460,,51150,神圣安卡哈猎血外套,264,4,3,5,无,,31016,破天护胸,45668,4,146,70,
101468,暴风城之胸甲,护甲,敏捷输出,4,3,5,胸部,260,敏捷+88；耐力+123；智力+82,攻击强度+310；暴击等级+96；命中等级+73,攻击强度+289；暴击等级+98；命中等级+67,攻击强度×0.9323；暴击等级×1.0208；命中等级×0.9178,6,759,772,0.9676,0,,,0,,,,1456,,48265,风行者的凯旋外套,258,4,3,5,无,,33664,复仇角斗士的链甲护胸,46880,4,146,70,
101469,星海战衣,护甲,敏捷输出,4,3,5,胸部,260,敏捷+147；耐力+123；智力+83,攻击强度+164；护甲穿透等级+93；急速等级+71,攻击强度+179；护甲穿透等级+100；急速等级+70,攻击强度×1.0915；护甲穿透等级×1.0753；急速等级×0.9859,6,592,681,1.0308,1,红色,,0,,,,1446,,47596,十字军的龙鳞胸甲,245,4,3,5,无,,33706,复仇角斗士的鳞甲护胸,46891,4,146,70,
101470,天启之腰带,护甲,敏捷输出,4,3,6,腰部,260,敏捷+76；耐力+91；智力+62,攻击强度+173；暴击等级+68；急速等级+58,攻击强度+168；暴击等级+65；急速等级+61,攻击强度×0.9711；暴击等级×0.9559；急速等级×1.0517,6,389,528,0.9905,0,,,0,,,,816,,45553,巨龙腰带,226,4,3,6,无,,32276,闪火腰带,45763,4,141,70,
101471,守望扣带,护甲,敏捷输出,4,3,6,腰部,260,敏捷+98；耐力+91；智力+60,攻击强度+157；暴击等级+62；护甲穿透等级+61,攻击强度+142；暴击等级+61；护甲穿透等级+59,攻击强度×0.9045；暴击等级×0.9839；护甲穿透等级×0.9672,6,550,529,0.9660,1,黄色,,0,,,,821,,50413,尼鲁巴尔猎手束带,264,4,3,6,无,,32346,骨纹束带,45277,4,141,70,
101472,符文大师之战带,护甲,敏捷输出,4,3,6,腰部,260,敏捷+98；耐力+91；智力+60,攻击强度+157；命中等级+45；暴击等级+77,攻击强度+144；命中等级+41；暴击等级+73,攻击强度×0.9172；命中等级×0.9111；暴击等级×0.9481,6,550,528,0.9602,2,蓝色,红色,0,,,,821,,51935,天谴椎骨链带,264,4,3,6,无,,34932,抚慰轻风腰带,48490,4,141,70,
101473,冰冠堡垒扣带,护甲,敏捷输出,4,3,6,腰部,260,敏捷+98；耐力+91；智力+54,攻击强度+157；急速等级+50；护甲穿透等级+77,攻击强度+159；急速等级+49；护甲穿透等级+72,攻击强度×1.0127；急速等级×0.9800；护甲穿透等级×0.9351,6,548,527,0.9924,2,红色,黄色,0,,,,821,,51853,饮血者束带,264,4,3,6,无,,32797,老兵的链甲束带,46052,4,136,70,
101474,夜幕护腿,护甲,敏捷输出,4,3,7,腿部,260,敏捷+153；耐力+123；智力+82,攻击强度+179；暴击等级+96；急速等级+74,攻击强度+179；暴击等级+92；急速等级+72,攻击强度×1.0000；暴击等级×0.9583；急速等级×0.9730,6,736,707,0.9915,1,红色,,0,,,,1278,,51152,神圣安卡哈猎血腿甲,264,4,3,7,无,,33709,复仇角斗士的鳞甲护腿,46895,4,146,70,
101475,天轨驭雷护腿,护甲,敏捷输出,4,3,7,腿部,260,敏捷+141；耐力+82；智力+123,攻击强度+174；暴击等级+104；护甲穿透等级+81,攻击强度+172；暴击等级+105；护甲穿透等级+77,攻击强度×0.9885；暴击等级×1.0096；护甲穿透等级×0.9506,6,692,705,0.9929,1,黄色,,0,,,,1274,,48268,风行者的凯旋腿甲,258,4,3,7,无,,42667,复仇斗士环甲护腿,41148,4,146,70,
101476,护腿·生命,护甲,敏捷输出,4,3,7,腿部,260,敏捷+141；耐力+82；智力+123,攻击强度+174；暴击等级+104；命中等级+82,攻击强度+184；暴击等级+111；命中等级+85,攻击强度×1.0575；暴击等级×1.0673；命中等级×1.0366,6,692,706,1.0283,2,蓝色,红色,0,,,,1274,,48359,萨尔的凯旋战争褶裙,258,4,3,7,无,,30893,阳炎锁链护腿,45229,4,141,70,
101477,虚空镇海腿甲,护甲,敏捷输出,4,3,7,腿部,260,敏捷+141；耐力+82；智力+123,攻击强度+174；暴击等级+104；护甲穿透等级+81,攻击强度+157；暴击等级+107；护甲穿透等级+74,攻击强度×0.9023；暴击等级×1.0288；护甲穿透等级×0.9136,6,692,705,0.9702,2,红色,黄色,0,,,,1274,,48261,风行者的凯旋腿甲,258,4,3,7,无,,30900,弯弓护腿,47778,4,141,70,
101478,凋零之护足,护甲,敏捷输出,4,3,8,脚部,260,敏捷+124；耐力+92；智力+57,攻击强度+149；急速等级+44；暴击等级+61,攻击强度+140；急速等级+47；暴击等级+55,攻击强度×0.9396；急速等级×1.0682；暴击等级×0.9016,6,457,527,0.9772,1,红色,,0,,,,993,,48006,战歌偷猎者胫甲,245,4,3,8,无,,32242,海洋之怒长靴,45278,4,141,70,
101479,战靴·岩心,护甲,敏捷输出,4,3,8,脚部,260,敏捷+114；耐力+91；智力+60,攻击强度+126；暴击等级+77；护甲穿透等级+45,攻击强度+132；暴击等级+78；护甲穿透等级+43,攻击强度×1.0476；暴击等级×1.0130；护甲穿透等级×0.9556,6,534,513,1.0097,1,黄色,,0,,,,1004,,61018,繁花之锁鞋,264,4,3,8,无,,32510,追踪软靴,45733,4,141,70,
101480,轰雷足甲,护甲,敏捷输出,4,3,8,脚部,260,敏捷+98；耐力+91；智力+54,攻击强度+178；命中等级+50；暴击等级+59,攻击强度+191；命中等级+55；暴击等级+63,攻击强度×1.0730；命中等级×1.1000；暴击等级×1.0678,6,551,530,1.0415,0,,,0,,,,1004,,51818,巨龙之翼足靴,264,4,3,8,无,,30104,毒蛇长靴,45845,4,138,70,
101481,暮光审判官战靴,护甲,敏捷输出,4,3,8,脚部,260,敏捷+132；耐力+91；智力+64,攻击强度+145；护甲穿透等级+76；急速等级+57,攻击强度+147；护甲穿透等级+76；急速等级+59,攻击强度×1.0138；护甲穿透等级×1.0000；急速等级×1.0351,6,434,565,1.0071,1,红色,,0,,,,1004,,45249,铜丝战靴,232,4,3,8,无,,32785,老兵的链甲战靴,46053,4,136,70,
101482,黎明之护腕,护甲,敏捷输出,4,3,9,腕部,260,敏捷+103；耐力+66；智力+42,急速等级+44；暴击等级+49；攻击强度+118,急速等级+44；暴击等级+53；攻击强度+116,急速等级×1.0000；暴击等级×1.0816；攻击强度×0.9831,6,286,422,1.0047,1,红色,,0,,,,640,,49820,古德利亚的幽灵护腕,219,4,3,9,无,,32259,风暴降临护腕,45762,4,141,70,
101483,潜踪臂甲,护甲,敏捷输出,4,3,9,腕部,260,敏捷+79；耐力+46；智力+46,攻击强度+116；暴击等级+50；护甲穿透等级+46,攻击强度+115；暴击等级+47；护甲穿透等级+50,攻击强度×0.9914；暴击等级×0.9400；护甲穿透等级×1.0870,6,375,383,1.0000,1,黄色,,0,,,,637,,47442,无声屠戮护腕,258,4,3,9,无,,32574,闪电反射护腕,45399,4,141,70,
101484,腕铠·星环,护甲,敏捷输出,4,3,9,腕部,260,敏捷+78；耐力+68；智力+46,攻击强度+126；命中等级+46；暴击等级+43,攻击强度+133；命中等级+50；暴击等级+45,攻击强度×1.0556；命中等级×1.0870；暴击等级×1.0465,6,423,407,1.0319,1,蓝色,,0,,,,639,,51914,冰冠城防护腕,264,4,3,9,无,,32577,生命之地护腕,45403,4,141,70,
101485,先知之护臂,护甲,敏捷输出,4,3,9,腕部,260,敏捷+79；耐力+46；智力+46,攻击强度+116；暴击等级+50；护甲穿透等级+46,攻击强度+108；暴击等级+55；护甲穿透等级+47,攻击强度×0.9310；暴击等级×1.1000；护甲穿透等级×1.0217,6,375,383,0.9948,2,红色,黄色,0,,,,637,,47074,隐秘屠戮护腕,258,4,3,9,无,,33876,守备官的链甲护腕,47405,4,141,70,
101486,影月谷手甲,护甲,敏捷输出,4,3,10,手部,260,敏捷+109；耐力+92；智力+61,攻击强度+153；暴击等级+69；急速等级+61,攻击强度+144；暴击等级+65；急速等级+62,攻击强度×0.9412；暴击等级×0.9420；急速等级×1.0164,6,535,545,0.9780,1,红色,,0,,,,910,,48266,风行者的凯旋手甲,258,4,3,10,无,,31007,破天手套,45670,4,146,70,
101487,裂地手套,护甲,敏捷输出,4,3,10,手部,260,敏捷+106；耐力+91；智力+60,攻击强度+141；暴击等级+62；护甲穿透等级+61,攻击强度+148；暴击等级+63；护甲穿透等级+67,攻击强度×1.0496；暴击等级×1.0161；护甲穿透等级×1.0984,6,542,521,1.0269,1,黄色,,0,,,,912,,50979,裂木手套,264,4,3,10,无,,33665,复仇角斗士的链甲护手,46883,4,146,70,
101488,索拉查手套,护甲,敏捷输出,4,3,10,手部,260,敏捷+114；耐力+91；智力+60,攻击强度+141；暴击等级+77；命中等级+53,攻击强度+136；暴击等级+72；命中等级+52,攻击强度×0.9645；暴击等级×0.9351；命中等级×0.9811,6,558,536,0.9795,0,,,0,,,,912,,51196,神圣霜巫裹手,264,4,3,10,无,,33707,复仇角斗士的鳞甲护手,46892,4,146,70,
101489,夜幕·护手,护甲,敏捷输出,4,3,10,手部,260,敏捷+131；耐力+92；智力+62,攻击强度+145；护甲穿透等级+61；急速等级+74,攻击强度+145；护甲穿透等级+59；急速等级+72,攻击强度×1.0000；护甲穿透等级×0.9672；急速等级×0.9730,6,435,565,0.9929,1,红色,,0,,,,913,,45109,烈焰巨兽手套,232,4,3,10,无,,42665,复仇斗士环甲护手,41145,4,146,70,
101490,暗影之战盔,护甲,力量输出,4,4,1,头部,260,力量+153；耐力+177,暴击等级+88；命中等级+96,暴击等级+92；命中等级+105,暴击等级×1.0455；命中等级×1.0938,4,504,514,1.0253,3,混沌,蓝色,0,,,,2114,,48398,地狱咆哮的凯旋头盔,258,4,4,1,无,,35185,审判者护目镜3000型,43889,4,159,70,黄色
101491,守望者破夜战盔,护甲,力量输出,4,4,1,头部,260,力量+153；耐力+177,暴击等级+96；急速等级+87,暴击等级+90；急速等级+86,暴击等级×0.9375；急速等级×0.9885,4,504,513,0.9864,3,混沌,黄色,0,,,,2114,,48619,莉亚德琳的凯旋头盔,258,4,4,1,无,,32521,铁壁面甲,46205,4,151,70,红色
101492,血战战盔,护甲,力量输出,4,4,1,头部,260,力量+155；耐力+178,暴击等级+96；护甲穿透等级+89,暴击等级+89；护甲穿透等级+96,暴击等级×0.9271；护甲穿透等级×1.0787,4,538,518,1.0000,3,混沌,蓝色,0,,,,2120,,51212,神圣伊米亚之王头盔,264,4,4,1,无,,30972,冲锋战盔,49684,4,146,70,红色
101493,红龙之头冠,护甲,力量输出,4,4,1,头部,260,力量+153；耐力+177,暴击等级+96；精准等级+88,暴击等级+100；精准等级+96,暴击等级×1.0417；精准等级×1.0909,4,504,514,1.0233,3,混沌,黄色,0,,,,2114,,48493,库尔迪拉的凯旋头盔,258,4,4,1,无,,30987,光明使者面甲,45684,4,146,70,红色
101494,银河肩甲,护甲,力量输出,4,4,3,肩部,260,力量+125；耐力+132,暴击等级+77；命中等级+69,暴击等级+77；命中等级+74,暴击等级×1.0000；命中等级×1.0725,4,396,403,1.0124,2,红色,黄色,0,,,,1952,,48621,莉亚德琳的凯旋肩铠,258,4,4,3,无,,33732,复仇角斗士的板甲护肩,46865,4,146,70,
101495,暴风城肩胄,护甲,力量输出,4,4,3,肩部,260,力量+124；耐力+132,暴击等级+77；急速等级+70,暴击等级+77；急速等级+66,暴击等级×1.0000；急速等级×0.9429,4,418,403,0.9901,0,,,0,,,,1957,,51160,神圣光誓肩甲,264,4,4,3,无,,30866,染血肩铠,45759,4,141,70,
101496,索拉查深渊肩卫,护甲,力量输出,4,4,3,肩部,260,力量+125；耐力+132,暴击等级+77；护甲穿透等级+69,暴击等级+79；护甲穿透等级+75,暴击等级×1.0260；护甲穿透等级×1.0870,4,396,403,1.0199,2,蓝色,红色,0,,,,1952,,48400,地狱咆哮的凯旋肩甲,258,4,4,3,无,,30878,闪光的钢铁护肩,45212,4,141,70,
101497,奥妮克希亚之肩胄,护甲,力量输出,4,4,3,肩部,260,力量+125；耐力+132,暴击等级+77；命中等级+69,暴击等级+75；命中等级+75,暴击等级×0.9740；命中等级×1.0870,4,396,403,1.0099,2,红色,黄色,0,,,,1952,,48612,图拉扬的凯旋肩铠,258,4,4,3,无,,32250,深渊愤怒肩铠,45760,4,141,70,
101498,诅咒之城凋零胸铠,护甲,力量输出,4,4,5,胸部,260,力量+155；耐力+178,暴击等级+96；命中等级+88,暴击等级+101；命中等级+93,暴击等级×1.0521；命中等级×1.0568,4,538,517,1.0193,1,红色,,0,,,,2611,,49951,军兵胸胄,264,4,4,5,无,,28485,列王壁垒,39659,4,146,70,
101499,希利苏斯幽影胸铠,护甲,力量输出,4,4,5,胸部,260,力量+161；耐力+177,暴击等级+96；急速等级+96,暴击等级+99；急速等级+89,暴击等级×1.0312；急速等级×0.9271,4,520,530,0.9925,2,黄色,蓝色,0,,,,2603,,48491,库尔迪拉的凯旋胸铠,258,4,4,5,无,,30975,冲锋胸甲,45658,4,146,70,
101500,守望者胸甲,护甲,力量输出,4,4,5,胸部,260,力量+161；耐力+177,暴击等级+96；护甲穿透等级+96,暴击等级+102；护甲穿透等级+94,暴击等级×1.0625；护甲穿透等级×0.9792,4,520,530,1.0075,1,蓝色,,0,,,,2603,,48617,莉亚德琳的凯旋战甲,258,4,4,5,无,,30990,光明使者胸铠,46350,4,146,70,
101501,红龙军团守望护胸,护甲,力量输出,4,4,5,胸部,260,力量+170；耐力+178,暴击等级+114；精准等级+79,暴击等级+103；精准等级+77,暴击等级×0.9035；精准等级×0.9747,4,413,541,0.9760,2,红色,黄色,0,,,,2613,,45225,断钢者的拥抱,232,4,4,5,无,,30991,光明使者护胸,45683,4,146,70,
101502,银色北伐军降世战带,护甲,力量输出,4,4,6,腰部,260,力量+116；耐力+132,暴击等级+80；命中等级+58,暴击等级+73；命中等级+60,暴击等级×0.9125；命中等级×1.0345,4,401,386,0.9870,1,红色,,0,,,,1468,,50987,恶意板带,264,4,4,6,无,,30915,沸腾怒火腰带,45243,4,141,70,
101503,裁决者之腰甲,护甲,力量输出,4,4,6,腰部,260,力量+137；耐力+132,暴击等级+70；急速等级+79,暴击等级+72；急速等级+82,暴击等级×1.0286；急速等级×1.0380,4,283,418,1.0120,0,,,0,,,,1471,,49808,曲金腰带,219,4,4,6,无,,32333,稳固腰带,45299,4,141,70,
101504,辉煌之战带,护甲,力量输出,4,4,6,腰部,260,力量+116；耐力+132,暴击等级+72；护甲穿透等级+66,暴击等级+65；护甲穿透等级+64,暴击等级×0.9028；护甲穿透等级×0.9697,4,401,386,0.9767,0,,,0,,,,1468,,50187,冷魂锁链,264,4,4,6,无,,32342,坚定意志束带,45298,4,141,70,
101505,风暴峭壁暗影战带,护甲,力量输出,4,4,6,腰部,260,力量+116；耐力+131,暴击等级+69；精准等级+69,暴击等级+63；精准等级+65,暴击等级×0.9130；精准等级×0.9420,4,379,385,0.9740,0,,,0,,,,1463,,47429,血洗束带,258,4,4,6,无,,32512,洛丹伦亡者腰带,44866,4,141,70,
101506,新月·腿铠,护甲,力量输出,4,4,7,腿部,260,力量+160；耐力+178,命中等级+81；暴击等级+103,命中等级+89；暴击等级+106,命中等级×1.0988；暴击等级×1.0291,4,374,522,1.0211,0,,,0,,,,2267,,46222,征服者神御腿铠,226,4,4,7,无,,30993,光明使者腿铠,45686,4,146,70,
101507,夜幕照夜护腿,护甲,力量输出,4,4,7,腿部,260,力量+153；耐力+177,暴击等级+96；急速等级+87,暴击等级+98；急速等级+81,暴击等级×1.0208；急速等级×0.9310,4,504,513,0.9922,0,,,0,,,,2277,,47465,升华腿铠,258,4,4,7,无,,33698,复仇角斗士的板层甲护腿,46951,4,146,70,
101508,剃刀高地奥术腿甲,护甲,力量输出,4,4,7,腿部,260,力量+161；耐力+177,暴击等级+96；护甲穿透等级+96,暴击等级+89；护甲穿透等级+90,暴击等级×0.9271；护甲穿透等级×0.9375,4,520,530,0.9755,2,蓝色,红色,0,,,,2277,,48494,库尔迪拉的凯旋腿铠,258,4,4,7,无,,33731,复仇角斗士的板甲护腿,46866,4,146,70,
101509,先驱者腿胄,护甲,力量输出,4,4,7,腿部,260,力量+161；耐力+177,暴击等级+96；精准等级+96,暴击等级+98；精准等级+101,暴击等级×1.0208；精准等级×1.0521,4,520,530,1.0132,1,红色,,0,,,,2277,,48620,莉亚德琳的凯旋腿铠,258,4,4,7,无,,32419,Tom's Legs 3,40487,4,145,70,
101510,深渊·护足,护甲,力量输出,4,4,8,脚部,260,力量+130；耐力+132,暴击等级+77；命中等级+63,暴击等级+76；命中等级+65,暴击等级×0.9870；命中等级×1.0317,4,448,402,1.0025,2,红色,黄色,0,,,,1800,,53125,末日行进,271,4,4,8,无,,32245,踏潮者胫甲,45349,4,141,70,
101511,龙焰轰雷护足,护甲,力量输出,4,4,8,脚部,260,力量+115；耐力+132,暴击等级+78；急速等级+56,暴击等级+83；急速等级+58,暴击等级×1.0641；急速等级×1.0357,4,312,381,1.0184,0,,,0,,,,1767,,45599,寂夜战靴,239,4,4,8,无,,32268,侍从战靴,45324,4,141,70,
101512,远征军之战靴,护甲,力量输出,4,4,8,脚部,260,力量+116；耐力+132,暴击等级+62；护甲穿透等级+77,暴击等级+58；护甲穿透等级+75,暴击等级×0.9355；护甲穿透等级×0.9740,4,402,387,0.9845,2,蓝色,红色,0,,,,1794,,61019,繁花之板鞋,264,4,4,8,无,,32345,军团恐怖战靴,45287,4,141,70,
101513,屠龙者护足,护甲,力量输出,4,4,8,脚部,260,力量+116；耐力+132,暴击等级+77；精准等级+61,暴击等级+84；精准等级+65,暴击等级×1.0909；精准等级×1.0656,4,380,386,1.0285,1,红色,,0,,,,1789,,47473,邪铁堡垒胫甲,258,4,4,8,无,,34947,正义卫士胫甲,48472,4,141,70,
101514,龙焰·腕铠,护甲,力量输出,4,4,9,腕部,260,力量+91；耐力+99,暴击等级+58；命中等级+50,暴击等级+53；命中等级+46,暴击等级×0.9138；命中等级×0.9200,4,310,298,0.9698,2,红色,黄色,0,,,,1142,,50002,白熊之爪护腕,264,4,4,9,无,,30861,狂暴镣铐,45748,4,141,70,
101515,唤潮者之腕甲,护甲,力量输出,4,4,9,腕部,260,力量+91；耐力+99,暴击等级+50；急速等级+58,暴击等级+52；急速等级+53,暴击等级×1.0400；急速等级×0.9138,4,310,298,0.9899,1,黄色,,0,,,,1142,,51832,针林护腕,264,4,4,9,无,,30862,神圣精金护腕,45741,4,141,70,
101516,裂空护臂,护甲,力量输出,4,4,9,腕部,260,力量+91；耐力+99,暴击等级+58；护甲穿透等级+50,暴击等级+59；护甲穿透等级+47,暴击等级×1.0172；护甲穿透等级×0.9400,4,292,298,0.9933,2,蓝色,红色,0,,,,1139,,53112,传人护腕,258,4,4,9,无,,32232,恒金外壳护腕,45289,4,141,70,
101517,海加尔山臂甲,护甲,力量输出,4,4,9,腕部,260,力量+91；耐力+99,暴击等级+50；精准等级+58,暴击等级+46；精准等级+53,暴击等级×0.9200；精准等级×0.9138,4,292,298,0.9698,1,红色,,0,,,,1139,,47414,碎骨臂铠冑,258,4,4,9,无,,32279,搜寻者的腕甲,45347,4,141,70,
101518,破军手甲,护甲,力量输出,4,4,10,手部,260,力量+125；耐力+132,暴击等级+77；命中等级+69,暴击等级+83；命中等级+74,暴击等级×1.0779；命中等级×1.0725,4,396,403,1.0273,0,,,0,,,,1626,,48618,莉亚德琳的凯旋护手,258,4,4,10,无,,30983,光明使者手套,46357,4,146,70,
101519,风暴峭壁手甲,护甲,力量输出,4,4,10,手部,260,力量+116；耐力+132,暴击等级+77；急速等级+62,暴击等级+77；急速等级+58,暴击等级×1.0000；急速等级×0.9355,4,402,387,0.9897,1,黄色,,0,,,,1631,,50037,裂肉护手,264,4,4,10,无,,33696,复仇角斗士的板层甲护手,46949,4,146,70,
101520,奥格瑞玛精金护手,护甲,力量输出,4,4,10,手部,260,力量+116；耐力+132,暴击等级+77；护甲穿透等级+61,暴击等级+73；护甲穿透等级+62,暴击等级×0.9481；护甲穿透等级×1.0164,4,380,386,0.9922,1,蓝色,,0,,,,1626,,47492,雪恨手甲,258,4,4,10,无,,33729,复仇角斗士的板甲护手,46868,4,146,70,
