entry,名称,分组,定位,class,subclass,InventoryType,槽位,装等,白字属性,绿字归一值,绿字最终值,绿字最终随机系数,属性条数,模板原始属性总和,230归一属性总和,随机前后总属性比,插槽数量,插槽1颜色,插槽2颜色,插槽Bonus,伤害,攻速毫秒,DPS,护甲,格挡值,基准entry,基准名称,基准装等,基准class,基准subclass,基准InventoryType,预算回退方式,等价词条映射,外观entry,外观名称,displayid,外观品质,外观物品装等,外观需求等级
99709,夜幕护手,护甲,敏捷输出,4,2,10,手部,230,敏捷+87；耐力+87,攻击强度+102；暴击等级+59；命中等级+51,攻击强度+96；暴击等级+55；命中等级+46,攻击强度×0.9412；暴击等级×0.9322；命中等级×0.9020,5,393,386,0.9611,1,蓝色,,0,,,,371,,48244,迦罗娜的征服护手,232,4,2,10,无,,32328,植物学者的生长手套,45707,4,141,70
99710,追猎手甲,护甲,敏捷输出,4,2,10,手部,230,敏捷+90；耐力+97,护甲穿透等级+44；急速等级+34；攻击强度+133,护甲穿透等级+45；急速等级+36；攻击强度+141,护甲穿透等级×1.0227；急速等级×1.0588；攻击强度×1.0602,5,384,398,1.0276,0,,,0,,,,373,,46158,征服者的夜歌手甲,226,4,2,10,无,,32347,诅咒之握,45718,4,141,70
99711,血月守护头冠,护甲,敏捷输出,4,3,1,头部,230,敏捷+101；耐力+77；智力+62,攻击强度+145；暴击等级+69；急速等级+68,攻击强度+135；暴击等级+75；急速等级+67,攻击强度×0.9310；暴击等级×1.0870；急速等级×0.9853,6,531,522,0.9904,0,,,0,,,,1071,,50197,迷乱之眼头盔,232,4,3,1,无,,31003,戈隆追猎者头盔,45680,4,146,70
99712,银色北伐军惊涛战盔,护甲,敏捷输出,4,3,1,头部,230,敏捷+106；智力+57；耐力+59,暴击等级+74；护甲穿透等级+60；攻击强度+110,暴击等级+78；护甲穿透等级+60；攻击强度+100,暴击等级×1.0541；护甲穿透等级×1.0000；攻击强度×0.9091,6,474,466,0.9871,0,,,0,,,,1071,,49319,巨龙追猎者战盔,232,4,3,1,无,,31012,破天头盔,45669,4,146,70
99713,影月谷头盔,护甲,敏捷输出,4,3,1,头部,230,敏捷+101；耐力+93；智力+62,攻击强度+127；命中等级+63；暴击等级+62,攻击强度+122；命中等级+62；暴击等级+68,攻击强度×0.9606；命中等级×0.9841；暴击等级×1.0968,6,518,508,1.0000,2,蓝色,红色,0,,,,1071,,48368,萨尔的征服面甲,232,4,3,1,无,,33666,复仇角斗士的链甲头盔,47951,4,146,70
99714,苍白断岳头冠,护甲,敏捷输出,4,3,1,头部,230,敏捷+98；耐力+93；智力+61,攻击强度+135；护甲穿透等级+79；急速等级+49,攻击强度+139；护甲穿透等级+80；急速等级+45,攻击强度×1.0296；护甲穿透等级×1.0127；急速等级×0.9184,6,592,515,1.0019,0,,,0,,,,1076,,47685,雏龙头盔,245,4,3,1,无,,33708,复仇角斗士的鳞甲头盔,46894,4,146,70
99715,焚天披肩,护甲,敏捷输出,4,3,3,肩部,230,敏捷+87；耐力+77；智力+36,攻击强度+118；暴击等级+46；急速等级+41,攻击强度+107；暴击等级+43；急速等级+39,攻击强度×0.9068；暴击等级×0.9348；急速等级×0.9512,6,413,405,0.9605,2,红色,黄色,0,,,,988,,47901,暗影猎手护肩,232,4,3,3,无,,42668,复仇斗士环甲肩甲,41149,4,146,70
99716,龙骨荒野肩铠,护甲,敏捷输出,4,3,3,肩部,230,敏捷+87；耐力+87；智力+46,攻击强度+117；暴击等级+46；护甲穿透等级+46,攻击强度+117；暴击等级+45；护甲穿透等级+50,攻击强度×1.0000；暴击等级×0.9783；护甲穿透等级×1.0870,6,438,429,1.0070,2,黄色,蓝色,0,,,,988,,50233,被遗弃的瓦格里肩甲,232,4,3,3,无,,30892,驯兽者护肩,45735,4,141,70
99717,焚天肩甲,护甲,敏捷输出,4,3,3,肩部,230,敏捷+51；耐力+70；智力+46,攻击强度+161；暴击等级+59；命中等级+46,攻击强度+155；暴击等级+55；命中等级+48,攻击强度×0.9627；暴击等级×0.9322；命中等级×1.0435,6,440,433,0.9815,1,蓝色,,0,,,,988,,48370,萨尔的征服肩甲,232,4,3,3,无,,32264,隐藏猎手护肩,45731,4,141,70
99718,天穹断空肩铠,护甲,敏捷输出,4,3,3,肩部,230,敏捷+80；耐力+69；智力+40,攻击强度+98；护甲穿透等级+52；急速等级+37,攻击强度+100；护甲穿透等级+55；急速等级+40,攻击强度×1.0204；护甲穿透等级×1.0577；急速等级×1.0811,6,458,376,1.0213,0,,,0,,,,997,,50792,失落希望护肩,251,4,3,3,无,,32517,波浪治愈护肩,45757,4,141,70
99719,虚空风暴星环护胸,护甲,敏捷输出,4,3,5,胸部,230,敏捷+62；耐力+93；智力+62,攻击强度+238；暴击等级+71；急速等级+54,攻击强度+237；暴击等级+75；急速等级+55,攻击强度×0.9958；暴击等级×1.0563；急速等级×1.0185,6,590,580,1.0069,0,,,0,,,,1317,,48366,萨尔的征服胸甲,232,4,3,5,无,,31004,戈隆追猎者护胸,45678,4,146,70
99720,巨魔祭司断岳战衣,护甲,敏捷输出,4,3,5,胸部,230,敏捷+108；耐力+93；智力+61,攻击强度+138；暴击等级+72；护甲穿透等级+57,攻击强度+150；暴击等级+72；护甲穿透等级+59,攻击强度×1.0870；暴击等级×1.0000；护甲穿透等级×1.0351,6,648,529,1.0265,1,黄色,,0,,,,1330,,50118,安卡哈猎血外套,251,4,3,5,无,,31016,破天护胸,45668,4,146,70
99721,轮回镇岳胸甲,护甲,敏捷输出,4,3,5,胸部,230,敏捷+62；耐力+93；智力+62,攻击强度+238；暴击等级+71；命中等级+54,攻击强度+221；暴击等级+73；命中等级+59,攻击强度×0.9286；暴击等级×1.0282；命中等级×1.0926,6,590,580,0.9828,1,蓝色,,0,,,,1317,,48275,风行者的征服外套,232,4,3,5,无,,33664,复仇角斗士的链甲护胸,46880,4,146,70
99722,龙骨之护甲,护甲,敏捷输出,4,3,5,胸部,230,敏捷+71；耐力+93；智力+62,攻击强度+238；急速等级+70；护甲穿透等级+62,攻击强度+253；急速等级+67；护甲穿透等级+68,攻击强度×1.0630；急速等级×0.9571；护甲穿透等级×1.0968,6,606,596,1.0302,1,红色,,0,,,,1317,,50297,冰誓白骨胸甲,232,4,3,5,无,,33706,复仇角斗士的鳞甲护胸,46891,4,146,70
99723,扣带·星芒,护甲,敏捷输出,4,3,6,腰部,230,敏捷+51；耐力+69；智力+46,攻击强度+142；暴击等级+51；急速等级+45,攻击强度+141；暴击等级+52；急速等级+41,攻击强度×0.9930；暴击等级×1.0196；急速等级×0.9111,6,389,404,0.9901,2,红色,黄色,0,,,,748,,45553,巨龙腰带,226,4,3,6,无,,32276,闪火腰带,45763,4,141,70
99724,利爪腰甲,护甲,敏捷输出,4,3,6,腰部,230,敏捷+58；耐力+70；智力+44,攻击强度+178；暴击等级+46；护甲穿透等级+58,攻击强度+195；暴击等级+45；护甲穿透等级+58,攻击强度×1.0955；暴击等级×0.9783；护甲穿透等级×1.0000,6,462,454,1.0352,0,,,0,,,,754,,45467,背弃腰带,232,4,3,6,无,,32346,骨纹束带,45277,4,141,70
99725,利爪战带,护甲,敏捷输出,4,3,6,腰部,230,敏捷+70；耐力+61；智力+41,攻击强度+170；命中等级+49；暴击等级+46,攻击强度+159；命中等级+46；暴击等级+46,攻击强度×0.9353；命中等级×0.9388；暴击等级×1.0000,6,395,437,0.9680,0,,,0,,,,755,,49810,凶尸腰带,219,4,3,6,无,,34932,抚慰轻风腰带,48490,4,141,70
99726,血精灵魔导师镇渊腰带,护甲,敏捷输出,4,3,6,腰部,230,敏捷+60；耐力+74；智力+50,攻击强度+173；急速等级+45；护甲穿透等级+40,攻击强度+171；急速等级+46；护甲穿透等级+38,攻击强度×0.9884；急速等级×1.0222；护甲穿透等级×0.9500,6,423,442,0.9932,1,红色,,0,,,,762,,45895,血池腰带,225,4,3,6,无,,32797,老兵的链甲束带,46052,4,136,70
99727,秘法·腿甲,护甲,敏捷输出,4,3,7,腿部,230,敏捷+61；耐力+69；智力+71,急速等级+47；暴击等级+76；攻击强度+234,急速等级+50；暴击等级+83；攻击强度+211,急速等级×1.0638；暴击等级×1.0921；攻击强度×0.9017,6,538,558,0.9767,2,红色,黄色,0,,,,1163,,46275,征服者天谴巡者腿甲,226,4,3,7,无,,33709,复仇角斗士的鳞甲护腿,46895,4,146,70
99728,苍翠战裙,护甲,敏捷输出,4,3,7,腿部,230,敏捷+101；耐力+62；智力+93,攻击强度+127；暴击等级+78；护甲穿透等级+62,攻击强度+132；暴击等级+71；护甲穿透等级+62,攻击强度×1.0394；暴击等级×0.9103；护甲穿透等级×1.0000,6,534,523,0.9962,2,黄色,蓝色,0,,,,1153,,48278,风行者的征服腿甲,232,4,3,7,无,,42667,复仇斗士环甲护腿,41148,4,146,70
99729,苍翠冻结护腿,护甲,敏捷输出,4,3,7,腿部,230,敏捷+101；耐力+62；智力+93,攻击强度+127；暴击等级+78；命中等级+62,攻击强度+133；暴击等级+82；命中等级+68,攻击强度×1.0472；暴击等级×1.0513；命中等级×1.0968,6,534,523,1.0306,1,蓝色,,0,,,,1153,,48369,萨尔的征服战争褶裙,232,4,3,7,无,,30893,阳炎锁链护腿,45229,4,141,70
99730,生命降世腿甲,护甲,敏捷输出,4,3,7,腿部,230,敏捷+101；耐力+62；智力+93,攻击强度+127；暴击等级+78；护甲穿透等级+62,攻击强度+127；暴击等级+73；护甲穿透等级+62,攻击强度×1.0000；暴击等级×0.9359；护甲穿透等级×1.0000,6,534,523,0.9904,0,,,0,,,,1153,,48252,风行者的征服腿甲,232,4,3,7,无,,30900,弯弓护腿,47778,4,141,70
99731,裁断护足,护甲,敏捷输出,4,3,8,脚部,230,敏捷+87；耐力+70；智力+46,攻击强度+117；急速等级+38；暴击等级+51,攻击强度+115；急速等级+40；暴击等级+49,攻击强度×0.9829；急速等级×1.0526；暴击等级×0.9608,6,417,409,0.9951,1,红色,,0,,,,906,,47867,战歌偷猎者胫甲,232,4,3,8,无,,32242,海洋之怒长靴,45278,4,141,70
99732,幽暗城护足,护甲,敏捷输出,4,3,8,脚部,230,敏捷+87；耐力+67；智力+40,攻击强度+134；护甲穿透等级+46；暴击等级+49,攻击强度+141；护甲穿透等级+49；暴击等级+45,攻击强度×1.0522；护甲穿透等级×1.0652；暴击等级×0.9184,6,431,423,1.0142,0,,,0,,,,906,,50295,尖刺猎靴,232,4,3,8,无,,32510,追踪软靴,45733,4,141,70
99733,残月护足,护甲,敏捷输出,4,3,8,脚部,230,敏捷+60；耐力+69；智力+42,命中等级+50；暴击等级+40；攻击强度+142,命中等级+51；暴击等级+44；攻击强度+145,命中等级×1.0200；暴击等级×1.1000；攻击强度×1.0211,6,387,403,1.0199,2,蓝色,红色,0,,,,914,,45989,淬炼水银胫甲,226,4,3,8,无,,30104,毒蛇长靴,45845,4,138,70
99734,咒纹战靴,护甲,敏捷输出,4,3,8,脚部,230,敏捷+88；耐力+69；智力+47,攻击强度+119；护甲穿透等级+59；急速等级+44,攻击强度+126；护甲穿透等级+54；急速等级+41,攻击强度×1.0588；护甲穿透等级×0.9153；急速等级×0.9318,6,434,426,0.9977,1,红色,,0,,,,921,,45249,铜丝战靴,232,4,3,8,无,,32785,老兵的链甲战靴,46053,4,136,70
99735,天启·护腕,护甲,敏捷输出,4,3,9,腕部,230,敏捷+69；耐力+50；智力+31,急速等级+34；暴击等级+37；攻击强度+97,急速等级+35；暴击等级+34；攻击强度+106,急速等级×1.0294；暴击等级×0.9189；攻击强度×1.0928,6,286,318,1.0220,2,红色,黄色,0,,,,586,,49820,古德利亚的幽灵护腕,219,4,3,9,无,,32259,风暴降临护腕,45762,4,141,70
99736,费伍德之护臂,护甲,敏捷输出,4,3,9,腕部,230,敏捷+62；耐力+35；智力+34,攻击强度+92；暴击等级+43；护甲穿透等级+35,攻击强度+83；暴击等级+44；护甲穿透等级+33,攻击强度×0.9022；暴击等级×1.0233；护甲穿透等级×0.9429,6,347,301,0.9668,0,,,0,,,,579,,47281,无声屠戮护腕,245,4,3,9,无,,32574,闪电反射护腕,45399,4,141,70
99737,通灵学院苍翠腕铠,护甲,敏捷输出,4,3,9,腕部,230,敏捷+65；耐力+58；智力+26,攻击强度+95；命中等级+34；暴击等级+39,攻击强度+89；命中等级+31；暴击等级+39,攻击强度×0.9368；命中等级×0.9118；暴击等级×1.0000,6,324,317,0.9716,1,蓝色,,0,,,,577,,50209,痛苦精华,232,4,3,9,无,,32577,生命之地护腕,45403,4,141,70
99738,裁断腕铠,护甲,敏捷输出,4,3,9,腕部,230,敏捷+65；耐力+34；智力+34,攻击强度+88；命中等级+44；急速等级+34,攻击强度+89；命中等级+42；急速等级+35,攻击强度×1.0114；命中等级×0.9545；急速等级×1.0294,6,306,299,1.0000,1,红色,,0,,,,577,,47850,北地追猎者护腕,232,4,3,9,无,,33876,守备官的链甲护腕,47405,4,141,70
99739,巨魔祭司碎星手甲,护甲,敏捷输出,4,3,10,手部,230,敏捷+79；耐力+70；智力+46,攻击强度+117；暴击等级+51；急速等级+46,攻击强度+106；暴击等级+49；急速等级+50,攻击强度×0.9060；暴击等级×0.9608；急速等级×1.0870,6,417,409,0.9780,1,红色,,0,,,,823,,48276,风行者的征服手甲,232,4,3,10,无,,31007,破天手套,45670,4,146,70
99740,迅影护手,护甲,敏捷输出,4,3,10,手部,230,敏捷+92；耐力+51；智力+41,暴击等级+43；攻击强度+121；护甲穿透等级+50,暴击等级+44；攻击强度+121；护甲穿透等级+50,暴击等级×1.0233；攻击强度×1.0000；护甲穿透等级×1.0000,6,360,398,1.0025,1,黄色,,0,,,,838,,47561,黑暗流亡手套,219,4,3,10,无,,33665,复仇角斗士的链甲护手,46883,4,146,70
99741,永夜手甲,护甲,敏捷输出,4,3,10,手部,230,敏捷+87；耐力+70；智力+40,攻击强度+126；暴击等级+51；命中等级+49,攻击强度+119；暴击等级+51；命中等级+50,攻击强度×0.9444；暴击等级×1.0000；命中等级×1.0204,6,431,423,0.9858,0,,,0,,,,823,,50304,白霜护手,232,4,3,10,无,,33707,复仇角斗士的鳞甲护手,46892,4,146,70
99742,惊涛护手,护甲,敏捷输出,4,3,10,手部,230,敏捷+87；耐力+70；智力+46,攻击强度+119；护甲穿透等级+47；急速等级+58,攻击强度+116；护甲穿透等级+45；急速等级+56,攻击强度×0.9748；护甲穿透等级×0.9574；急速等级×0.9655,6,435,427,0.9836,1,红色,,0,,,,837,,45109,烈焰巨兽手套,232,4,3,10,无,,42665,复仇斗士环甲护手,41145,4,146,70
99743,降临战盔,护甲,力量输出,4,4,1,头部,230,力量+94；耐力+177,暴击等级+63；命中等级+71,暴击等级+64；命中等级+69,暴击等级×1.0159；命中等级×0.9718,4,412,405,0.9975,2,红色,黄色,0,,,,,,48867,Wrynn's Helmet ,232,4,4,1,无,,35185,审判者护目镜3000型,43889,4,159,70
99744,钢铁战盔,护甲,力量输出,4,4,1,头部,230,力量+115；耐力+111,暴击等级+74；急速等级+67,暴击等级+79；急速等级+64,暴击等级×1.0676；急速等级×0.9552,4,373,367,1.0054,1,黄色,,0,,,,1914,,49325,审判头盔,232,4,4,1,无,,32521,铁壁面甲,46205,4,151,70
99745,奥格瑞玛轮回面甲,护甲,力量输出,4,4,1,头部,230,耐力+124；力量+121,暴击等级+65；护甲穿透等级+59,暴击等级+71；护甲穿透等级+58,暴击等级×1.0923；护甲穿透等级×0.9831,4,375,369,1.0136,1,蓝色,,0,,,,1914,,49321,愤怒巨盔,232,4,4,1,无,,30972,冲锋战盔,49684,4,146,70
99746,先驱者之面甲,护甲,力量输出,4,4,1,头部,230,力量+94；耐力+177,暴击等级+71；精准等级+63,暴击等级+67；精准等级+64,暴击等级×0.9437；精准等级×1.0159,4,412,405,0.9926,0,,,0,,,,,,48887,Thassarian's Helmet ,232,4,4,1,无,,30987,光明使者面甲,45684,4,146,70
99747,御风者肩卫,护甲,力量输出,4,4,3,肩部,230,力量+79；耐力+132,暴击等级+59；命中等级+51,暴击等级+61；命中等级+54,暴击等级×1.0339；命中等级×1.0588,4,327,321,1.0156,1,红色,,0,,,,,,48919,Turalyon's Shoulderplates ,232,4,4,3,无,,33732,复仇角斗士的板甲护肩,46865,4,146,70
99748,驭龙者冻结肩甲,护甲,力量输出,4,4,3,肩部,230,力量+100；耐力+100,暴击等级+53；急速等级+62,暴击等级+56；急速等级+59,暴击等级×1.0566；急速等级×0.9516,4,321,315,1.0000,1,黄色,,0,,,,1767,,50208,吞噬者护肩,232,4,4,3,无,,30866,染血肩铠,45759,4,141,70
99749,祖尔法拉克之肩铠,护甲,力量输出,4,4,3,肩部,230,力量+92；耐力+100,暴击等级+59；护甲穿透等级+51,暴击等级+59；护甲穿透等级+53,暴击等级×1.0000；护甲穿透等级×1.0392,4,308,302,1.0066,1,蓝色,,0,,,,1767,,48390,地狱咆哮的征服肩甲,232,4,4,3,无,,30878,闪光的钢铁护肩,45212,4,141,70
99750,霸主肩卫,护甲,力量输出,4,4,3,肩部,230,力量+79；耐力+132,暴击等级+59；命中等级+51,暴击等级+64；命中等级+53,暴击等级×1.0847；命中等级×1.0392,4,327,321,1.0218,1,红色,,0,,,,,,48914,Liadrin's Shoulderplates ,232,4,4,3,无,,32250,深渊愤怒肩铠,45760,4,141,70
99751,永夜之护胸,护甲,力量输出,4,4,5,胸部,230,力量+118；耐力+134,命中等级+82；暴击等级+51,命中等级+74；暴击等级+52,命中等级×0.9024；暴击等级×1.0196,4,370,385,0.9818,1,红色,,0,,,,2375,,46228,征服者神御战甲,226,4,4,5,无,,28485,列王壁垒,39659,4,146,70
99752,黑翼之巢之胸甲,护甲,力量输出,4,4,5,胸部,230,力量+134；耐力+134,暴击等级+82；急速等级+73,暴击等级+88；急速等级+70,暴击等级×1.0732；急速等级×0.9589,4,432,423,1.0071,2,黄色,蓝色,0,,,,2355,,50272,冰龙胸骨,232,4,4,5,无,,30975,冲锋胸甲,45658,4,146,70
99753,护胸·星陨,护甲,力量输出,4,4,5,胸部,230,力量+119；耐力+134,暴击等级+71；护甲穿透等级+71,暴击等级+65；护甲穿透等级+75,暴击等级×0.9155；护甲穿透等级×1.0563,4,402,395,0.9949,2,蓝色,红色,0,,,,2355,,48631,莉亚德琳的征服战甲,232,4,4,5,无,,30990,光明使者胸铠,46350,4,146,70
99754,逐日者破云胸甲,护甲,力量输出,4,4,5,胸部,230,力量+125；耐力+134,暴击等级+85；精准等级+60,暴击等级+79；精准等级+58,暴击等级×0.9294；精准等级×0.9667,4,413,404,0.9802,1,红色,,0,,,,2395,,45225,断钢者的拥抱,232,4,4,5,无,,30991,光明使者护胸,45683,4,146,70
99755,圣辉腰铠,护甲,力量输出,4,4,6,腰部,230,力量+91；耐力+129,暴击等级+62；命中等级+51,暴击等级+57；命中等级+51,暴击等级×0.9194；命中等级×1.0000,4,320,333,0.9850,0,,,0,,,,1336,,45824,刃歌腰带,226,4,4,6,无,,30915,沸腾怒火腰带,45243,4,141,70
99756,凛冽·腰甲,护甲,力量输出,4,4,6,腰部,230,力量+101；耐力+100,暴击等级+52；急速等级+61,暴击等级+48；急速等级+62,暴击等级×0.9231；急速等级×1.0164,4,283,314,0.9904,1,黄色,,0,,,,1348,,49808,曲金腰带,219,4,4,6,无,,32333,稳固腰带,45299,4,141,70
99757,纳克萨玛斯之腰甲,护甲,力量输出,4,4,6,腰部,230,力量+102；耐力+100,暴击等级+62；护甲穿透等级+51,暴击等级+61；护甲穿透等级+51,暴击等级×0.9839；护甲穿透等级×1.0000,4,321,315,0.9968,2,蓝色,红色,0,,,,1347,,45161,余烬束带,232,4,4,6,无,,32342,坚定意志束带,45298,4,141,70
99758,奥杜尔太古扣带,护甲,力量输出,4,4,6,腰部,230,力量+85；耐力+100,暴击等级+42；精准等级+58,暴击等级+45；精准等级+61,暴击等级×1.0714；精准等级×1.0517,4,274,285,1.0211,2,红色,黄色,0,,,,1336,,46041,坠星束带,226,4,4,6,无,,32512,洛丹伦亡者腰带,44866,4,141,70
99759,奥术腿铠,护甲,力量输出,4,4,7,腿部,230,力量+118；耐力+134,命中等级+60；暴击等级+77,命中等级+64；暴击等级+77,命中等级×1.0667；暴击等级×1.0000,4,374,389,1.0103,1,红色,,0,,,,2078,,46222,征服者神御腿铠,226,4,4,7,无,,30993,光明使者腿铠,45686,4,146,70
99760,夜幕守护腿胄,护甲,力量输出,4,4,7,腿部,230,力量+102；耐力+177,暴击等级+71；急速等级+71,暴击等级+74；急速等级+72,暴击等级×1.0423；急速等级×1.0141,4,428,421,1.0095,1,黄色,,0,,,,,,48888,Thassarian's Legplates ,232,4,4,7,无,,33698,复仇角斗士的板层甲护腿,46951,4,146,70
99761,沙塔斯之护腿,护甲,力量输出,4,4,7,腿部,230,力量+119；耐力+134,暴击等级+71；护甲穿透等级+71,暴击等级+77；护甲穿透等级+68,暴击等级×1.0845；护甲穿透等级×0.9577,4,402,395,1.0076,2,蓝色,红色,0,,,,2061,,48504,库尔迪拉的征服腿铠,232,4,4,7,无,,33731,复仇角斗士的板甲护腿,46866,4,146,70
99762,符文驭天腿胄,护甲,力量输出,4,4,7,腿部,230,力量+102；耐力+177,暴击等级+71；精准等级+71,暴击等级+77；精准等级+75,暴击等级×1.0845；精准等级×1.0563,4,428,421,1.0238,0,,,0,,,,,,48918,Turalyon's Legplates ,232,4,4,7,无,,32419,Tom's Legs 3,40487,4,145,70
99763,暴风城战靴,护甲,力量输出,4,4,8,脚部,230,力量+102；耐力+100,暴击等级+62；命中等级+51,暴击等级+67；命中等级+47,暴击等级×1.0806；命中等级×0.9216,4,321,315,1.0032,1,红色,,0,,,,1646,,45501,地底族群之靴,232,4,4,8,无,,32245,踏潮者胫甲,45349,4,141,70
99764,冰冠堡垒深渊足铠,护甲,力量输出,4,4,8,脚部,230,力量+72；耐力+131,暴击等级+51；急速等级+50,暴击等级+49；急速等级+52,暴击等级×0.9608；急速等级×1.0400,4,292,304,1.0000,0,,,0,,,,1633,,45559,领主的板甲战靴,226,4,4,8,无,,32268,侍从战靴,45324,4,141,70
99765,断空踏靴,护甲,力量输出,4,4,8,脚部,230,力量+100；耐力+100,暴击等级+63；护甲穿透等级+51,暴击等级+64；护甲穿透等级+49,暴击等级×1.0159；护甲穿透等级×0.9608,4,320,314,0.9968,2,蓝色,红色,0,,,,1620,,50305,狞笑之颅长靴,232,4,4,8,无,,32345,军团恐怖战靴,45287,4,141,70
99766,霸主护足,护甲,力量输出,4,4,8,脚部,230,力量+92；耐力+100,暴击等级+58；精准等级+51,暴击等级+60；精准等级+46,暴击等级×1.0345；精准等级×0.9020,4,348,301,0.9900,1,红色,,0,,,,1628,,47312,邪铁堡垒胫甲,245,4,4,8,无,,34947,正义卫士胫甲,48472,4,141,70
99767,银月城之腕甲,护甲,力量输出,4,4,9,腕部,230,力量+74；耐力+75,暴击等级+44；命中等级+44,暴击等级+42；命中等级+43,暴击等级×0.9545；命中等级×0.9773,4,242,237,0.9873,1,红色,,0,,,,1030,,50230,轻盈追踪臂铠,232,4,4,9,无,,30861,狂暴镣铐,45748,4,141,70
99768,凛冬臂甲,护甲,力量输出,4,4,9,腕部,230,力量+67；耐力+74,暴击等级+44；急速等级+37,暴击等级+45；急速等级+36,暴击等级×1.0227；急速等级×0.9730,4,243,222,1.0000,1,黄色,,0,,,,1032,,45663,疯乱臂甲,239,4,4,9,无,,30862,神圣精金护腕,45741,4,141,70
99769,织法者腕甲,护甲,力量输出,4,4,9,腕部,230,力量+74；耐力+75,暴击等级+38；护甲穿透等级+47,暴击等级+37；护甲穿透等级+43,暴击等级×0.9737；护甲穿透等级×0.9149,4,239,234,0.9786,1,蓝色,,0,,,,1030,,47869,虚空领主腕甲,232,4,4,9,无,,32232,恒金外壳护腕,45289,4,141,70
99770,蓝龙军团破天护臂,护甲,力量输出,4,4,9,腕部,230,力量+74；耐力+75,暴击等级+43；精准等级+44,暴击等级+43；精准等级+48,暴击等级×1.0000；精准等级×1.0909,4,272,236,1.0169,1,红色,,0,,,,1036,,47253,碎骨臂铠冑,245,4,4,9,无,,32279,搜寻者的腕甲,45347,4,141,70
99771,驭雷拳甲,护甲,力量输出,4,4,10,手部,230,力量+79；耐力+132,暴击等级+59；命中等级+51,暴击等级+62；命中等级+48,暴击等级×1.0508；命中等级×0.9412,4,327,321,1.0000,1,红色,,0,,,,,,48916,Turalyon's Gauntlets ,232,4,4,10,无,,30983,光明使者手套,46357,4,146,70
99772,翡翠·手甲,护甲,力量输出,4,4,10,手部,230,力量+100；耐力+100,急速等级+65；暴击等级+48,急速等级+71；暴击等级+48,急速等级×1.0923；暴击等级×1.0000,4,319,313,1.0192,2,黄色,蓝色,0,,,,1471,,50194,低泣护手,232,4,4,10,无,,33696,复仇角斗士的板层甲护手,46949,4,146,70
99773,龙焰拳甲,护甲,力量输出,4,4,10,手部,230,力量+91；耐力+129,暴击等级+62；护甲穿透等级+51,暴击等级+62；护甲穿透等级+55,暴击等级×1.0000；护甲穿透等级×1.0784,4,320,333,1.0120,2,蓝色,红色,0,,,,1484,,45833,裂刃护手,226,4,4,10,无,,33729,复仇角斗士的板甲护手,46868,4,146,70
99774,苍翠之手甲,护甲,力量输出,4,4,10,手部,230,力量+94；耐力+106,暴击等级+62；精准等级+39,暴击等级+61；精准等级+37,暴击等级×0.9839；精准等级×0.9487,4,290,301,0.9900,1,红色,,0,,,,1484,,46219,征服者神御护手,226,4,4,10,无,,32278,沉默的公正,46487,4,141,70
99775,血精灵魔导师之战盔,护甲,坦克,4,4,1,头部,230,耐力+156；力量+107,防御等级+51；躲闪等级+36；招架等级+65,防御等级+53；躲闪等级+35；招架等级+59,防御等级×1.0392；躲闪等级×0.9722；招架等级×0.9077,5,423,415,0.9880,1,蓝色,,0,,,,1914,,49320,愤怒面甲,232,4,4,1,无,,30988,光明使者巨盔,46358,4,146,70
99776,织法者之面甲,护甲,坦克,4,4,1,头部,230,力量+62；耐力+173,防御等级+78；躲闪等级+54；命中等级+65,防御等级+79；躲闪等级+52；命中等级+64,防御等级×1.0128；躲闪等级×0.9630；命中等级×0.9846,5,439,432,0.9954,0,,,0,,,,1914,,49324,审判护盔,232,4,4,1,无,,33697,复仇角斗士的板层甲头盔,47759,4,146,70
99777,岩心之战盔,护甲,坦克,4,4,1,头部,230,力量+74；耐力+150,防御等级+69；躲闪等级+59；精准等级+69,防御等级+72；躲闪等级+63；精准等级+71,防御等级×1.0435；躲闪等级×1.0678；精准等级×1.0290,5,402,421,1.0214,1,黄色,,0,,,,1965,,45935,钢铁树皮面甲,225,4,4,1,无,,33730,复仇角斗士的板甲头盔,49686,4,146,70
99778,龙骨破夜战盔,护甲,坦克,4,4,1,头部,230,力量+95；耐力+149,防御等级+69；精准等级+41；招架等级+59,防御等级+75；精准等级+43；招架等级+57,防御等级×1.0870；精准等级×1.0488；招架等级×0.9661,5,351,413,1.0145,0,,,0,,,,1961,,40565,勇猛的天谴苦痛面甲,213,4,4,1,无,,32354,命运皇冠,45843,4,141,70
99779,先知御风肩铠,护甲,坦克,4,4,3,肩部,230,力量+72；耐力+133,防御等级+46；招架等级+39；躲闪等级+49,防御等级+46；招架等级+42；躲闪等级+47,防御等级×1.0000；招架等级×1.0769；躲闪等级×0.9592,5,327,339,1.0029,2,蓝色,红色,0,,,,1782,,46240,征服者黑暗符文肩铠,226,4,4,3,无,,32570,迅钢护肩,45413,4,141,70
99780,守望者肩甲,护甲,坦克,4,4,3,肩部,230,力量+87；耐力+132,防御等级+49；躲闪等级+46；命中等级+44,防御等级+45；躲闪等级+44；命中等级+41,防御等级×0.9184；躲闪等级×0.9565；命中等级×0.9318,5,365,358,0.9749,1,红色,,0,,,,1797,,45251,拆解者肩铠,232,4,4,3,无,,32573,晨钢护肩,45407,4,141,70
